,Birth,Maternal-immunity waning,Susceptible recruitment
2001-07-01,0.0,0.0,-0.0
2001-07-02,0.0,1.4134799482728522,-0.0
2001-07-03,0.0,1.6049642041776941,-0.0
2001-07-04,0.0,1.7261632433531704,-0.0
2001-07-05,0.0,1.815946147715278,-0.0
2001-07-06,0.0,1.8875296019036027,-0.0
2001-07-07,0.0,1.9471244619504016,-0.0
2001-07-08,0.0,1.9981803117332715,-0.0
2001-07-09,0.0095289168351075,2.0428241523789685,-0.0
2001-07-10,0.0204719094148712,2.0824655704860073,-0.0
2001-07-11,0.03141490199463511,2.118089536519437,-0.0
2001-07-12,0.04235789457530691,2.1504128625710783,-0.0
2001-07-13,0.05330088715507083,2.179974281334568,-0.0
2001-07-14,0.06424387973483453,2.2071894206689113,-0.0
2001-07-15,0.07518687231459845,2.232385964809981,-0.0
2001-07-16,0.08612986489436214,2.2558270279529355,-0.0
2001-07-17,0.09707285747503416,2.2777272027168305,-0.0
2001-07-18,0.10801585005479787,2.2982638865605356,-0.0
2001-07-19,0.11895884263456177,2.317585467325878,-0.0
2001-07-20,0.12990183521432547,2.3358173622794496,-0.0
