,M,S,E,I,C,R,Total,Rep
0.0269990241171574,112,20,0,0,0,873,1005,86
0.0,114,20,0,1,0,865,1000,87
0.0007905492466784765,115,20,0,1,0,865,1001,87
0.001038913770840123,116,20,0,1,0,865,1002,87
0.0022283963266289675,116,20,0,1,0,864,1001,87
0.0031628598832864046,116,19,1,1,0,864,1001,87
0.003507757755965447,117,19,1,1,0,864,1002,87
0.004459348719808923,118,19,1,1,0,864,1003,87
0.004551142321056906,118,19,0,2,0,864,1003,87
0.005129499988899003,119,19,0,2,0,864,1004,87
0.00541632750199916,120,19,0,2,0,864,1005,87
0.006809586070106732,120,19,0,2,0,863,1004,87
0.00849865750398521,121,19,0,2,0,863,1005,87
0.009955082807498059,122,19,0,2,0,863,1006,87
0.01112398078454807,123,19,0,2,0,863,1007,87
0.012185343193894305,123,19,0,2,0,862,1006,87
0.012484041313066832,124,19,0,2,0,862,1007,87
0.012839070267249635,125,19,0,2,0,862,1008,87
0.013372984842279527,126,19,0,2,0,862,1009,87
0.013391743028127845,126,19,0,2,0,861,1008,87
0.013397717301003809,126,19,0,2,0,860,1007,87
0.013625512554814975,127,19,0,2,0,860,1008,87
0.014856634898569053,127,18,1,2,0,860,1008,87
0.015529043326029574,127,18,0,3,0,860,1008,87
0.016044905352001378,127,17,1,3,0,860,1008,87
0.01621879623211286,127,17,1,2,0,861,1008,87
0.016406374800548518,127,17,1,2,0,860,1007,87
0.01690846549821155,127,16,2,2,0,860,1007,87
0.01744687973586569,127,16,1,3,0,860,1007,87
0.017530144854093804,128,16,1,3,0,860,1008,87
0.017537034608601915,128,15,2,3,0,860,1008,87
0.01816683987839391,128,15,1,4,0,860,1008,87
0.01881792635713538,129,15,1,4,0,860,1009,87
0.019567925425287458,128,15,1,4,0,860,1008,87
0.02185046568694602,128,15,0,5,0,860,1008,87
0.022006635626637048,129,15,0,5,0,860,1009,87
0.02226559063730419,130,15,0,5,0,860,1010,87
0.02285390591424985,130,15,0,5,0,859,1009,87
0.023953207703752533,130,15,0,5,0,858,1008,87
0.024981647877647898,131,15,0,5,0,858,1009,87
0.026047464888697323,132,15,0,5,0,858,1010,87
0.027104624224279596,133,15,0,5,0,858,1011,87
0.028322140419304205,133,15,0,4,0,859,1011,87
0.029341103563124325,133,14,1,4,0,859,1011,87
0.029751764572934748,134,14,1,4,0,859,1012,87
0.030463035725861478,134,13,2,4,0,859,1012,87
0.031010201036133722,134,13,2,4,0,858,1011,87
0.03128098074514904,134,13,1,5,0,858,1011,87
0.03293470657527516,134,13,0,6,0,858,1011,87
0.03295148515666656,135,13,0,6,0,858,1012,87
0.03305062273723326,136,13,0,6,0,858,1013,87
0.034834472645208836,137,13,0,6,0,858,1014,87
0.0354905337258714,137,13,0,5,0,859,1014,87
0.03563925224710397,138,13,0,5,0,859,1015,87
0.03597938240023522,139,13,0,5,0,859,1016,87
0.037382334059346656,139,12,1,5,0,859,1016,87
0.03768752289082297,139,12,1,4,0,860,1016,87
0.03770123167312252,140,12,1,4,0,860,1017,87
0.037763047599495385,141,12,1,4,0,860,1018,87
0.03786225514383328,142,12,1,4,0,860,1019,87
0.03919155793446425,142,12,0,5,0,860,1019,87
0.03932774430176958,143,12,0,5,0,860,1020,87
0.03999999999999998,142,13,0,5,0,860,1020,87
0.04106118697337657,142,13,0,5,0,859,1019,87
0.041394796070216344,142,13,0,5,0,858,1018,87
0.041481861531002195,142,13,0,5,0,857,1017,87
0.04367884049244467,143,13,0,5,0,857,1018,87
0.04410460329850271,144,13,0,5,0,857,1019,87
0.044196405615311456,144,13,0,4,0,858,1019,87
0.04536421418437086,144,12,1,4,0,858,1019,87
0.04541893164805992,144,12,1,3,0,859,1019,87
0.046257018686140475,144,12,0,4,0,859,1019,87
0.046957400503295194,145,12,0,4,0,859,1020,87
0.048025945698461116,145,12,0,3,0,860,1020,87
0.04838805980209862,146,12,0,3,0,860,1021,87
0.04845103210513798,146,12,0,2,0,861,1021,87
0.048663745656631896,146,12,0,2,0,860,1020,87
0.049934382149552085,146,12,0,1,0,861,1020,87
0.0505253161880651,146,11,1,1,0,861,1020,87
0.05215591733858577,146,11,0,2,0,861,1020,87
0.05442765673144567,146,11,0,2,0,860,1019,87
0.05506523579022223,146,11,0,1,0,861,1019,87
0.056972497375449294,146,11,0,1,0,860,1018,87
0.05728443971587941,147,11,0,1,0,860,1019,87
0.05747487564905317,148,11,0,1,0,860,1020,87
0.06118187370314243,149,11,0,1,0,860,1021,87
0.06176520928040763,149,11,0,1,0,859,1020,87
0.06375386597368671,149,11,0,1,0,858,1019,87
0.06389389803772055,148,11,0,1,0,858,1018,87
0.06403352167413612,148,11,0,1,0,857,1017,87
0.06787268313148513,149,11,0,1,0,857,1018,87
0.06812071581948326,150,11,0,1,0,857,1019,87
0.06840611832096052,150,11,0,0,0,858,1019,87
0.0,105,12,0,1,0,882,1000,88
0.0015461083939406206,104,12,0,1,0,882,999,88
0.0025355888153563194,105,12,0,1,0,882,1000,88
0.004202006925207787,106,12,0,1,0,882,1001,88
0.004727855955945159,106,12,0,1,0,881,1000,88
0.00481026804873963,106,12,0,1,0,880,999,88
0.005980582342218144,107,12,0,1,0,880,1000,88
0.006015840431915537,108,12,0,1,0,880,1001,88
0.007335845280413977,108,12,0,1,0,879,1000,88
0.008815910299108706,109,12,0,1,0,879,1001,88
0.009452000280616202,109,12,0,0,0,880,1001,88
0.0,85,21,0,1,0,893,1000,89
0.0010230803216170483,86,21,0,1,0,893,1001,89
0.0012339042869804473,86,21,0,1,0,892,1000,89
0.0027769632368584863,86,20,1,1,0,892,1000,89
0.0037587810915212763,87,20,1,1,0,892,1001,89
0.003913563861559124,88,20,1,1,0,892,1002,89
0.0045407266478139086,88,20,1,1,0,891,1001,89
0.004748108126097973,89,20,1,1,0,891,1002,89
0.005160097812602515,89,20,1,1,0,890,1001,89
0.005555324582882793,89,20,0,2,0,890,1001,89
0.005983305122738258,89,20,0,2,0,889,1000,89
0.0061506271004114765,89,20,0,2,0,888,999,89
0.006386001521958562,89,20,0,2,0,887,998,89
0.00977989526833421,90,20,0,2,0,887,999,89
0.01266000465929328,90,19,1,2,0,887,999,89
0.012902984037507217,91,19,1,2,0,887,1000,89
0.012999914939008761,91,19,1,2,0,886,999,89
0.013947083834143037,92,19,1,2,0,886,1000,89
0.014236371259950253,92,19,1,2,0,885,999,89
0.01431475323746161,92,18,2,2,0,885,999,89
0.014711781423509152,92,18,2,2,0,884,998,89
0.0150438540129279,93,18,2,2,0,884,999,89
0.015397348969338864,93,18,2,2,0,883,998,89
0.016385217709903394,93,18,2,1,0,884,998,89
0.016553250096740864,93,18,1,2,0,884,998,89
0.01871447907517809,94,18,1,2,0,884,999,89
0.020000000000000018,93,19,1,2,0,884,999,89
0.021839906723563174,93,19,1,1,0,885,999,89
0.022998364744658772,93,19,1,1,0,884,998,89
0.023268230269078316,93,19,1,1,0,883,997,89
0.023313063796083,93,19,1,1,0,882,996,89
0.02503573948975771,94,19,1,1,0,882,997,89
0.025580619758085045,95,19,1,1,0,882,998,89
0.025758491973851605,95,19,1,1,0,881,997,89
0.02781496770602329,95,19,0,2,0,881,997,89
0.028748145857142245,96,19,0,2,0,881,998,89
0.029063757981684316,97,19,0,2,0,881,999,89
0.029673780771048194,98,19,0,2,0,881,1000,89
0.02969254861523929,98,19,0,2,0,880,999,89
0.02974499617647586,99,19,0,2,0,880,1000,89
0.03032408141707065,100,19,0,2,0,880,1001,89
0.0311133951578082,100,19,0,2,0,879,1000,89
0.031466035408844906,101,19,0,2,0,879,1001,89
0.03192900087661821,101,19,0,2,0,878,1000,89
0.03213452697099484,101,19,0,2,0,877,999,89
0.033637535523149964,101,19,0,2,0,876,998,89
0.03533723971341974,101,19,0,1,0,877,998,89
0.035591770244691005,101,19,0,0,0,878,998,89
0.0,85,14,0,1,0,900,1000,90
4.183276083780296e-05,86,14,0,1,0,900,1001,90
0.0029114315566507454,86,14,0,1,0,899,1000,90
0.004857393511342712,87,14,0,1,0,899,1001,90
0.0048968452818082915,88,14,0,1,0,899,1002,90
0.005290451948891217,88,14,0,1,0,898,1001,90
0.006822429553051457,88,14,0,1,0,897,1000,90
0.007300481534753177,89,14,0,1,0,897,1001,90
0.008125301627838866,89,14,0,1,0,896,1000,90
0.011985249977503876,90,14,0,1,0,896,1001,90
0.01298760289574119,90,14,0,1,0,895,1000,90
0.014720246459072306,91,14,0,1,0,895,1001,90
0.01947512044377419,91,14,0,0,0,896,1001,90
0.0,107,19,1,0,0,873,1000,91
0.00011036017613230698,107,19,1,0,0,872,999,91
0.001451192091904474,107,19,1,0,0,871,998,91
0.0029360228472550542,108,19,1,0,0,871,999,91
0.004402335329171336,108,19,1,0,0,870,998,91
0.0063660430442716775,108,19,0,1,0,870,998,91
0.006760590049856812,109,19,0,1,0,870,999,91
0.007096540913590429,110,19,0,1,0,870,1000,91
0.008500466343772748,111,19,0,1,0,870,1001,91
0.010000000000000009,110,20,0,1,0,870,1001,91
0.013491296580885983,111,20,0,1,0,870,1002,91
0.013982004880410912,112,20,0,1,0,870,1003,91
0.016842130573612783,113,20,0,1,0,870,1004,91
0.017005783248476902,113,20,0,1,0,869,1003,91
0.017126244903552357,114,20,0,1,0,869,1004,91
0.019190376172196714,115,20,0,1,0,869,1005,91
0.019858845859684254,116,20,0,1,0,869,1006,91
0.020882060741149486,117,20,0,1,0,869,1007,91
0.02253627949606196,117,20,0,1,0,868,1006,91
0.022878356197683303,117,20,0,1,0,867,1005,91
0.02297841184799765,117,20,0,1,0,866,1004,91
0.0242225808795813,118,20,0,1,0,866,1005,91
0.024367348073915798,119,20,0,1,0,866,1006,91
0.024677720538206774,120,20,0,1,0,866,1007,91
0.024808575861580865,121,20,0,1,0,866,1008,91
0.024923811959653524,122,20,0,1,0,866,1009,91
0.0269289357851145,123,20,0,1,0,866,1010,91
0.027342641838056958,122,20,0,1,0,866,1009,91
0.029171079442397357,121,20,0,1,0,866,1008,91
0.029440842096834174,121,20,0,1,0,865,1007,91
0.030191813434311664,122,20,0,1,0,865,1008,91
0.030450177004399073,123,20,0,1,0,865,1009,91
0.032468411595722044,123,20,0,0,0,866,1009,91
0.0,103,18,0,1,0,878,1000,92
0.0002450138146027008,104,18,0,1,0,878,1001,92
0.0025132084056629367,104,18,0,1,0,877,1000,92
0.0027773328167251103,105,18,0,1,0,877,1001,92
0.004187420902085293,106,18,0,1,0,877,1002,92
0.004486286271457582,107,18,0,1,0,877,1003,92
0.006125965897319181,108,18,0,1,0,877,1004,92
0.007029139191907992,109,18,0,1,0,877,1005,92
0.007052263565190842,109,18,0,1,0,876,1004,92
0.008003048746492708,110,18,0,1,0,876,1005,92
0.008505975391588372,110,18,0,1,0,875,1004,92
0.00886346677758948,111,18,0,1,0,875,1005,92
0.009492840629220987,112,18,0,1,0,875,1006,92
0.010000000000000009,111,19,0,1,0,875,1006,92
0.013250205606924746,112,19,0,1,0,875,1007,92
0.014907622895305336,113,19,0,1,0,875,1008,92
0.01571852150905661,114,19,0,1,0,875,1009,92
0.01573934087377124,115,19,0,1,0,875,1010,92
0.01725974920979723,116,19,0,1,0,875,1011,92
0.020300191043799994,117,19,0,1,0,875,1012,92
0.020447384995025075,117,19,0,1,0,874,1011,92
0.022442434737676008,118,19,0,1,0,874,1012,92
0.024087967505504605,119,19,0,1,0,874,1013,92
0.02412961987190587,120,19,0,1,0,874,1014,92
0.026504383726418574,120,18,1,1,0,874,1014,92
0.027987312557079314,120,18,1,1,0,873,1013,92
0.02811794462161541,120,18,0,2,0,873,1013,92
0.02992118125702936,120,18,0,2,0,872,1012,92
0.030316451830771775,120,18,0,1,0,873,1012,92
0.030386764864750723,121,18,0,1,0,873,1013,92
0.030572560041157743,122,18,0,1,0,873,1014,92
0.0324965072331489,122,18,0,1,0,872,1013,92
0.03296468612038125,123,18,0,1,0,872,1014,92
0.036638847827060395,123,18,0,1,0,871,1013,92
0.03664521143059041,123,18,0,1,0,870,1012,92
0.03716830704679125,124,18,0,1,0,870,1013,92
0.037206571892382315,125,18,0,1,0,870,1014,92
0.037731516256601295,126,18,0,1,0,870,1015,92
0.03790305018643607,127,18,0,1,0,870,1016,92
0.038469430565424956,127,18,0,1,0,869,1015,92
0.03889680624681271,127,17,1,1,0,869,1015,92
0.039678612526815815,127,17,1,1,0,868,1014,92
0.03999999999999998,126,18,1,1,0,868,1014,92
0.04028700323604385,126,17,2,1,0,868,1014,92
0.04046950135888394,126,17,2,1,0,867,1013,92
0.04063379273892646,127,17,2,1,0,867,1014,92
0.04091096402141041,128,17,2,1,0,867,1015,92
0.0409166950082737,129,17,2,1,0,867,1016,92
0.04099896129769531,129,17,2,0,0,868,1016,92
0.04102888544439587,129,17,2,0,0,867,1015,92
0.04134371553550109,129,16,2,0,0,867,1014,92
0.041743270304175246,129,16,1,1,0,867,1014,92
0.04322934361033149,130,16,1,1,0,867,1015,92
0.044052050754419106,130,15,2,1,0,867,1015,92
0.0455744866003693,129,15,2,1,0,867,1014,92
0.0468355999457902,130,15,2,1,0,867,1015,92
0.04779060127759186,131,15,2,1,0,867,1016,92
0.04966538769919876,131,15,1,2,0,867,1016,92
0.05054933812839245,132,15,1,2,0,867,1017,92
0.05056084584533936,132,15,0,3,0,867,1017,92
0.05202485374768706,132,15,0,3,0,866,1016,92
0.05410453444690955,132,15,0,3,0,865,1015,92
0.05622093734240314,133,15,0,3,0,865,1016,92
0.056371429136745574,133,15,0,2,0,866,1016,92
0.056601909741569756,133,15,0,2,0,865,1015,92
0.05833758047663848,132,15,0,2,0,865,1014,92
0.05880751165321105,133,15,0,2,0,865,1015,92
0.05888961074038954,133,14,1,2,0,865,1015,92
0.05925513632827408,134,14,1,2,0,865,1016,92
0.059664858657576335,134,14,0,3,0,865,1016,92
0.059801463046529335,134,14,0,3,0,864,1015,92
0.06038311652769956,135,14,0,3,0,864,1016,92
0.06197774680979889,136,14,0,3,0,864,1017,92
0.064401108817074,136,13,1,3,0,864,1017,92
0.06464204414452605,136,13,0,4,0,864,1017,92
0.0647802752573452,136,13,0,4,0,863,1016,92
0.06509586587626205,137,13,0,4,0,863,1017,92
0.06539222019734892,137,13,0,4,0,862,1016,92
0.06719222238995926,137,13,0,4,0,861,1015,92
0.06825752310037886,138,13,0,4,0,861,1016,92
0.07072465788720178,138,13,0,3,0,862,1016,92
0.07285662745706034,138,13,0,3,0,861,1015,92
0.07332911330581184,138,13,0,2,0,862,1015,92
0.07659129031809608,139,13,0,2,0,862,1016,92
0.07667983789744924,140,13,0,2,0,862,1017,92
0.07725910277563364,141,13,0,2,0,862,1018,92
0.07951974728391126,141,13,0,1,0,863,1018,92
0.08000000000000002,140,14,0,1,0,863,1018,92
0.08000000000000002,139,15,0,1,0,863,1018,92
0.08141534153392009,140,15,0,1,0,863,1019,92
0.08154715329602436,140,15,0,1,0,862,1018,92
0.08378045819598823,140,15,0,1,0,861,1017,92
0.08419360265065917,141,15,0,1,0,861,1018,92
0.0856245456065632,141,15,0,0,0,862,1018,92
0.0,90,17,0,2,0,891,1000,93
0.00044003829819164354,91,17,0,2,0,891,1001,93
0.00090063857533762,91,17,0,2,0,890,1000,93
0.0015195423907052898,92,17,0,2,0,890,1001,93
0.0017795585677552576,92,16,1,2,0,890,1001,93
0.0019701798587552456,92,16,0,3,0,890,1001,93
0.0021314637707696704,92,16,0,3,0,889,1000,93
0.003239983600900942,92,16,0,3,0,888,999,93
0.0038876184459023647,93,16,0,3,0,888,1000,93
0.004122603700814409,93,16,0,3,0,887,999,93
0.004249026719106652,93,16,0,3,0,886,998,93
0.004415531721533751,94,16,0,3,0,886,999,93
0.0049353748354633836,95,16,0,3,0,886,1000,93
0.004967968957277691,95,16,0,3,0,885,999,93
0.006647264692946496,96,16,0,3,0,885,1000,93
0.007101657205431537,97,16,0,3,0,885,1001,93
0.008480208578000477,98,16,0,3,0,885,1002,93
0.009572422213544485,98,16,0,3,0,884,1001,93
0.011053086547976307,98,16,0,2,0,885,1001,93
0.011415742254942265,99,16,0,2,0,885,1002,93
0.012134047995322538,99,16,0,1,0,886,1002,93
0.012710487307998626,99,16,0,0,0,887,1002,93
0.0,112,19,0,1,0,868,1000,94
0.0006716760233735439,113,19,0,1,0,868,1001,94
0.000996395222116142,113,19,0,1,0,867,1000,94
0.001034119139060443,113,18,1,1,0,867,1000,94
0.001750151844259518,114,18,1,1,0,867,1001,94
0.0019921150069262513,114,18,0,2,0,867,1001,94
0.0022813320267794433,115,18,0,2,0,867,1002,94
0.002302392147915746,116,18,0,2,0,867,1003,94
0.004588751125300661,116,18,0,2,0,866,1002,94
0.006918007131748283,116,18,0,2,0,865,1001,94
0.007229759118003678,117,18,0,2,0,865,1002,94
0.00818213967640578,117,17,1,2,0,865,1002,94
0.01004168652996135,118,17,1,2,0,865,1003,94
0.010206790335217996,118,16,2,2,0,865,1003,94
0.01095445312709753,118,16,2,2,0,864,1002,94
0.011807383309725923,118,16,2,1,0,865,1002,94
0.012000032038760869,119,16,2,1,0,865,1003,94
0.01323905602732862,120,16,2,1,0,865,1004,94
0.014324864454174753,120,16,1,2,0,865,1004,94
0.014869614193597577,120,15,2,2,0,865,1004,94
0.015578879064542778,120,15,1,3,0,865,1004,94
0.015707689676597525,120,15,1,3,0,864,1003,94
0.016054662852234003,120,15,1,3,0,863,1002,94
0.016194912733558546,120,15,1,2,0,864,1002,94
0.016268306307319434,121,15,1,2,0,864,1003,94
0.0167437913413477,121,15,0,3,0,864,1003,94
0.020000000000000018,120,16,0,3,0,864,1003,94
0.020000000000000018,119,17,0,3,0,864,1003,94
0.02247028549404284,119,17,0,3,0,863,1002,94
0.02306036213701567,120,17,0,3,0,863,1003,94
0.02492900853193644,120,17,0,2,0,864,1003,94
0.025054647970380216,120,16,1,2,0,864,1003,94
0.02703347807265566,119,16,1,2,0,864,1002,94
0.02852157317994368,120,16,1,2,0,864,1003,94
0.028694397633118048,121,16,1,2,0,864,1004,94
0.030425882019891885,122,16,1,2,0,864,1005,94
0.030907573238020403,122,15,1,2,0,864,1004,94
0.034497446923119165,123,15,1,2,0,864,1005,94
0.034574314835075184,123,15,1,1,0,865,1005,94
0.03513484047859361,123,15,1,1,0,864,1004,94
0.03573462833294453,124,15,1,1,0,864,1005,94
0.03799588478268928,124,15,0,2,0,864,1005,94
0.03871909121184962,124,15,0,1,0,865,1005,94
0.04061872018425977,125,15,0,1,0,865,1006,94
0.042103856534348894,125,15,0,1,0,864,1005,94
0.04266189962000338,126,15,0,1,0,864,1006,94
0.04302896298665367,127,15,0,1,0,864,1007,94
0.04313528017120906,128,15,0,1,0,864,1008,94
0.04382885396092706,128,15,0,1,0,863,1007,94
0.04469629456423904,129,15,0,1,0,863,1008,94
0.04590641234515869,130,15,0,1,0,863,1009,94
0.04764301862527397,130,15,0,0,0,864,1009,94
0.0,95,18,0,2,0,885,1000,95
0.0022678077839433414,96,18,0,2,0,885,1001,95
0.0036975681719155773,96,18,0,2,0,884,1000,95
0.004142510763881254,97,18,0,2,0,884,1001,95
0.0043263153345815125,98,18,0,2,0,884,1002,95
0.009031422848414294,98,18,0,2,0,883,1001,95
0.009080846436120726,98,18,0,2,0,882,1000,95
0.009291774714551984,99,18,0,2,0,882,1001,95
0.009329534355752104,100,18,0,2,0,882,1002,95
0.012052238290329484,101,18,0,2,0,882,1003,95
0.012742750261473645,101,18,0,2,0,881,1002,95
0.015103855656603233,102,18,0,2,0,881,1003,95
0.016023394706828835,102,18,0,1,0,882,1003,95
0.017722510440328392,103,18,0,1,0,882,1004,95
0.0197304799421002,103,18,0,1,0,881,1003,95
0.01999252999106236,104,18,0,1,0,881,1004,95
0.020000000000000018,103,19,0,1,0,881,1004,95
0.023426779543526552,104,19,0,1,0,881,1005,95
0.024232826450781175,104,19,0,1,0,880,1004,95
0.02438915837146105,104,19,0,1,0,879,1003,95
0.024874314485604405,105,19,0,1,0,879,1004,95
0.024926156121716198,106,19,0,1,0,879,1005,95
0.026459256074220505,106,19,0,1,0,878,1004,95
0.02698632298062459,105,19,0,1,0,878,1003,95
0.027223193432396726,106,19,0,1,0,878,1004,95
0.028306656309766504,105,19,0,1,0,878,1003,95
0.029352118696648333,105,19,0,1,0,877,1002,95
0.030014763474195405,105,18,0,1,0,877,1001,95
0.030942017694613452,106,18,0,1,0,877,1002,95
0.031142026049487015,106,18,0,1,0,876,1001,95
0.031456819947975063,107,18,0,1,0,876,1002,95
0.0323492427093476,108,18,0,1,0,876,1003,95
0.03277892566052203,108,18,0,0,0,877,1003,95
0.0,118,19,0,2,0,861,1000,96
0.0011145228576874278,118,19,0,2,0,860,999,96
0.006092610898931214,119,19,0,2,0,860,1000,96
0.006226117760131558,120,19,0,2,0,860,1001,96
0.007103087085523983,120,19,0,1,0,861,1001,96
0.009827313909516633,120,19,0,1,0,860,1000,96
0.010000000000000009,119,20,0,1,0,860,1000,96
0.011328295797591635,120,20,0,1,0,860,1001,96
0.012177043974067825,120,20,0,1,0,859,1000,96
0.012336233124602343,121,20,0,1,0,859,1001,96
0.01324687568270804,122,20,0,1,0,859,1002,96
0.013846387203395417,123,20,0,1,0,859,1003,96
0.015554761171919071,124,20,0,1,0,859,1004,96
0.01682968493784583,125,20,0,1,0,859,1005,96
0.019671985736370967,125,19,0,1,0,859,1004,96
0.02005130186108353,126,19,0,1,0,859,1005,96
0.021345812833054367,126,19,0,1,0,858,1004,96
0.02166643933803595,126,19,0,0,0,859,1004,96
0.0,116,21,1,0,0,862,1000,97
0.001069220073680387,116,21,0,1,0,862,1000,97
0.003379393653548149,117,21,0,1,0,862,1001,97
0.006240834331995515,117,21,0,1,0,861,1000,97
0.006581019025321457,118,21,0,1,0,861,1001,97
0.008586233844892321,117,21,0,1,0,861,1000,97
0.010000000000000009,116,22,0,1,0,861,1000,97
0.011438946165645447,116,22,0,1,0,860,999,97
0.01149163892966202,117,22,0,1,0,860,1000,97
0.013781174121953522,118,22,0,1,0,860,1001,97
0.01757968712781377,118,22,0,1,0,859,1000,97
0.018700475173607352,119,22,0,1,0,859,1001,97
0.019661468192545384,119,22,0,0,0,860,1001,97
0.0,104,15,0,1,0,880,1000,98
0.0029526732876998807,104,15,0,1,0,879,999,98
0.009838578246843074,103,15,0,1,0,879,998,98
0.01373117977250595,104,15,0,1,0,879,999,98
0.015167588226036699,104,15,0,1,0,878,998,98
0.015298078059978994,105,15,0,1,0,878,999,98
0.01610348655752739,105,15,0,0,0,879,999,98
0.0,99,14,0,1,0,886,1000,99
0.0007607902637965791,98,14,0,1,0,886,999,99
0.003826637074593957,99,14,0,1,0,886,1000,99
0.0044449225657955975,100,14,0,1,0,886,1001,99
0.005523097564081631,101,14,0,1,0,886,1002,99
0.007921306983131787,100,14,0,1,0,886,1001,99
0.009956058839828233,101,14,0,1,0,886,1002,99
0.010000000000000009,100,15,0,1,0,886,1002,99
0.013646655184279205,101,15,0,1,0,886,1003,99
0.014422924784177199,102,15,0,1,0,886,1004,99
0.014868773788743184,102,15,0,1,0,885,1003,99
0.018409182654540227,103,15,0,1,0,885,1004,99
0.01855521961988149,103,15,0,1,0,884,1003,99
0.01950005428355972,103,15,0,1,0,883,1002,99
0.01989139876699186,104,15,0,1,0,883,1003,99
0.020329745431158248,104,15,0,0,0,884,1003,99
0.0,104.72,18.93,0.14,1.29,0.0,874.92,1000.0,mean
1.2265823309136973e-05,104.73,18.93,0.14,1.29,0.0,874.92,1000.01,mean
1.8378302562885606e-05,104.74,18.93,0.14,1.29,0.0,874.92,1000.02,mean
4.183276083780296e-05,104.75,18.93,0.14,1.29,0.0,874.92,1000.03,mean
4.878535974137256e-05,104.76,18.93,0.14,1.29,0.0,874.92,1000.04,mean
5.5944166003795594e-05,104.77,18.93,0.14,1.29,0.0,874.92,1000.05,mean
6.232031759445533e-05,104.77,18.93,0.14,1.29,0.0,874.91,1000.04,mean
7.781459716071915e-05,104.77,18.93,0.14,1.29,0.0,874.9,1000.03,mean
7.948330397398917e-05,104.78,18.93,0.14,1.29,0.0,874.9,1000.04,mean
9.698033247583352e-05,104.79,18.93,0.14,1.29,0.0,874.9,1000.05,mean
9.896669341280528e-05,104.79,18.93,0.14,1.29,0.0,874.89,1000.04,mean
0.00011036017613230698,104.79,18.93,0.14,1.29,0.0,874.88,1000.03,mean
0.0001268743973915359,104.8,18.93,0.14,1.29,0.0,874.88,1000.04,mean
0.00012937787277394203,104.81,18.93,0.14,1.29,0.0,874.88,1000.05,mean
0.00016127702943778054,104.82,18.93,0.14,1.29,0.0,874.88,1000.06,mean
0.00017240351006779893,104.83,18.93,0.14,1.29,0.0,874.88,1000.0699999999999,mean
0.0002020413810086552,104.83,18.93,0.14,1.29,0.0,874.87,1000.06,mean
0.00020237097908903934,104.83,18.93,0.14,1.29,0.0,874.86,1000.05,mean
0.0002080501398653567,104.83,18.93,0.14,1.29,0.0,874.85,1000.04,mean
0.00020810417835078607,104.84,18.93,0.14,1.29,0.0,874.85,1000.0500000000001,mean
0.00022603285839384313,104.84,18.93,0.14,1.29,0.0,874.84,1000.0400000000001,mean
0.00022861983057786972,104.84,18.93,0.14,1.29,0.0,874.83,1000.0300000000001,mean
0.00023899699373084054,104.85,18.93,0.14,1.29,0.0,874.83,1000.0400000000001,mean
0.0002450138146027008,104.86,18.93,0.14,1.29,0.0,874.83,1000.0500000000001,mean
0.0002452447172963417,104.87,18.93,0.14,1.29,0.0,874.83,1000.0600000000001,mean
0.00028860939004255907,104.87,18.92,0.15,1.29,0.0,874.83,1000.0600000000001,mean
0.0002987087511298807,104.87,18.91,0.16,1.29,0.0,874.83,1000.0600000000001,mean
0.0003165288533635291,104.87,18.91,0.16,1.29,0.0,874.82,1000.0500000000001,mean
0.0003230257312150297,104.88,18.91,0.16,1.29,0.0,874.82,1000.0600000000001,mean
0.0003260680799943675,104.88,18.91,0.15,1.3,0.0,874.82,1000.0600000000001,mean
0.0003340967233814053,104.89,18.91,0.15,1.3,0.0,874.82,1000.07,mean
0.0003361375789462384,104.89,18.9,0.15,1.3,0.0,874.82,1000.0600000000001,mean
0.0003410244763993724,104.9,18.9,0.15,1.3,0.0,874.82,1000.07,mean
0.00034246306767227175,104.9,18.9,0.15,1.3,0.0,874.81,1000.06,mean
0.00035869293512830983,104.91,18.9,0.15,1.3,0.0,874.81,1000.0699999999999,mean
0.0003705229340933971,104.9,18.9,0.15,1.3,0.0,874.81,1000.06,mean
0.00037293205364801536,104.91,18.9,0.15,1.3,0.0,874.81,1000.0699999999999,mean
0.0003756529394525562,104.92,18.9,0.15,1.3,0.0,874.81,1000.0799999999999,mean
0.00037593352077715074,104.93,18.9,0.15,1.3,0.0,874.81,1000.0899999999999,mean
0.0003915892067185567,104.93,18.9,0.15,1.3,0.0,874.8,1000.0799999999999,mean
0.0003951257031786781,104.93,18.9,0.15,1.3,0.0,874.79,1000.0699999999999,mean
0.00039613809689198476,104.93,18.9,0.15,1.3,0.0,874.78,1000.06,mean
0.000434761421878556,104.94,18.9,0.15,1.3,0.0,874.78,1000.0699999999999,mean
0.00044003829819164354,104.95,18.9,0.15,1.3,0.0,874.78,1000.0799999999999,mean
0.00045539164624708306,104.95,18.9,0.15,1.3,0.0,874.77,1000.0699999999999,mean
0.00046591128391964794,104.96,18.9,0.15,1.3,0.0,874.77,1000.0799999999999,mean
0.0005041333864657105,104.96,18.9,0.15,1.3,0.0,874.76,1000.0699999999999,mean
0.0005123115763923994,104.97,18.9,0.15,1.3,0.0,874.76,1000.08,mean
0.0005224082810529884,104.97,18.9,0.15,1.3,0.0,874.75,1000.07,mean
0.0005507780522258088,104.97,18.9,0.15,1.3,0.0,874.74,1000.0600000000001,mean
0.0005538111363392328,104.96,18.9,0.15,1.3,0.0,874.74,1000.05,mean
