,M,S,I,R,Total,Rep
0.05467040714823976,79,222,8,701,1010,12
0.05501855105690558,79,222,7,702,1010,12
0.057883437366093526,79,221,8,702,1010,12
0.057922498694481094,80,221,8,702,1011,12
0.058686069343295746,80,221,7,703,1011,12
0.05966727318520807,80,221,6,704,1011,12
0.06,79,222,6,704,1011,12
0.060561583632319387,80,222,6,704,1012,12
0.06223746865387675,80,221,7,704,1012,12
0.0625295539089495,81,221,7,704,1013,12
0.06330734789829506,81,221,7,703,1012,12
0.06451946616838186,81,220,8,703,1012,12
0.06531685562844206,81,219,9,703,1012,12
0.06545471958277327,81,219,8,704,1012,12
0.06576127434141438,81,218,9,704,1012,12
0.06596214822554829,82,218,9,704,1013,12
0.0677041654340291,82,218,8,705,1013,12
0.07002432552903491,83,218,8,705,1014,12
0.07084875716815658,83,218,7,706,1014,12
0.07209786433021095,83,217,8,706,1014,12
0.07322237617365832,84,217,8,706,1015,12
0.0732923926232364,84,217,7,707,1015,12
0.07337950980543578,84,217,6,708,1015,12
0.07363760805604161,84,216,7,708,1015,12
0.0738689031445763,84,216,6,709,1015,12
0.07413867649337168,84,216,5,710,1015,12
0.07601838789669202,84,216,5,709,1014,12
0.07607742987717155,85,216,5,709,1015,12
0.08124853281021086,85,216,4,710,1015,12
0.08295381695049533,86,216,4,710,1016,12
0.08309185202615083,87,216,4,710,1017,12
0.08356482743920855,87,216,3,711,1017,12
0.08584147445603929,87,215,4,711,1017,12
0.08730437190369575,87,214,5,711,1017,12
0.08817116949158788,87,214,5,710,1016,12
0.08877967479546633,87,214,5,709,1015,12
0.08899143336950388,87,214,5,708,1014,12
0.08960619583958856,88,214,5,708,1015,12
0.08999999999999997,87,215,5,708,1015,12
0.09036316128518074,87,215,5,707,1014,12
0.0926931091191104,88,215,5,707,1015,12
0.09273154623225513,88,215,4,708,1015,12
0.09393131340518981,89,215,4,708,1016,12
0.09473100215949011,88,215,4,708,1015,12
0.09504945901034637,88,215,3,709,1015,12
0.09563733373869632,89,215,3,709,1016,12
0.09835941243217042,89,214,4,709,1016,12
0.09888198885634769,89,214,3,710,1016,12
0.09999999999999998,88,215,3,710,1016,12
0.10001223180667884,88,214,3,710,1015,12
0.10020929025787031,88,214,2,711,1015,12
0.10027637348081164,88,214,2,710,1014,12
0.10372725293280806,89,214,2,710,1015,12
0.10389853592149155,89,213,3,710,1015,12
0.10502506864493773,89,213,2,711,1015,12
0.10607215691678287,90,213,2,711,1016,12
0.10804813269353986,90,213,2,710,1015,12
0.10966399492757978,89,213,2,710,1014,12
0.10999999999999999,88,214,2,710,1014,12
0.11250166989411138,88,214,1,711,1014,12
0.11678971807388194,88,214,1,710,1013,12
0.11958180602268957,88,213,2,710,1013,12
0.12538619062526246,88,213,2,709,1012,12
0.12555252724346766,87,213,2,709,1011,12
0.12684354904522757,88,213,2,709,1012,12
0.1270362159430324,88,214,2,709,1013,12
0.13009478639775326,89,214,2,709,1014,12
0.13176130489556986,89,213,3,709,1014,12
0.13259332327966755,89,213,2,710,1014,12
0.13268781292774534,89,213,2,709,1013,12
0.13500623639441633,90,213,2,709,1014,12
0.13514508301388325,90,212,3,709,1014,12
0.13555374918506075,91,212,3,709,1015,12
0.13611473999730883,91,212,3,708,1014,12
0.13975049263220915,91,212,2,709,1014,12
0.14120985377173878,92,212,2,709,1015,12
0.14168307868230923,92,211,3,709,1015,12
0.1428490177335475,92,210,4,709,1015,12
