,M,S,I,R,Total,Rep
0.02360821416601064,64,373,5,556,998,5
0.024324823894996427,65,373,5,556,999,5
0.02507762271540326,65,373,5,555,998,5
0.02560803327746069,65,372,6,555,998,5
0.02579391669772601,65,372,5,556,998,5
0.027218759194475917,65,371,6,556,998,5
0.028075451478640132,65,371,5,557,998,5
0.031546816295583584,65,371,4,558,998,5
0.03273119546327129,65,370,5,558,998,5
0.034243221577069605,65,370,5,557,997,5
0.03822441182663759,66,370,5,557,998,5
0.03940884679580979,66,369,6,557,998,5
0.03999999999999998,65,370,6,557,998,5
0.042082247980970745,66,370,6,557,999,5
0.043562408903326855,66,370,6,556,998,5
0.04502793714213048,66,370,5,557,998,5
0.045595658123713155,66,369,6,557,998,5
0.045961789992118016,66,368,7,557,998,5
0.04643184543160822,66,368,6,558,998,5
0.04718522196630204,66,368,6,557,997,5
0.04992863450374402,66,367,7,557,997,5
0.05087958620858046,66,367,7,556,996,5
0.05144269660020009,67,367,7,556,997,5
0.05187224022605892,68,367,7,556,998,5
0.05288223658755508,68,367,6,557,998,5
0.05310394491173699,69,367,6,557,999,5
0.053178234928047595,69,367,5,558,999,5
0.05487021665169538,70,367,5,558,1000,5
0.05587617809999275,70,368,5,558,1001,5
0.0567921256769482,70,368,4,559,1001,5
0.057455772598591456,71,368,4,559,1002,5
0.05840567398051329,71,367,5,559,1002,5
0.05929614144508477,71,367,5,558,1001,5
0.05988475337160837,71,367,4,559,1001,5
0.06131656893592785,71,367,4,558,1000,5
0.06137829910011162,71,367,3,559,1000,5
0.062270669401135015,71,367,3,558,999,5
0.06424392118110944,71,367,3,557,998,5
0.06699711953339646,72,367,3,557,999,5
0.06824587697698803,72,367,3,556,998,5
0.06886415641317374,72,367,2,557,998,5
0.07141174611373266,72,367,1,558,998,5
0.07278048466357492,73,367,1,558,999,5
0.0746654667836637,73,366,1,558,998,5
0.07509201378020956,73,365,2,558,998,5
0.07800043797706024,73,365,2,557,997,5
0.078238688329775,74,365,2,557,998,5
0.07845943656653191,75,365,2,557,999,5
0.08111588589922558,75,365,2,556,998,5
0.0829208125166252,75,365,2,555,997,5
0.08427054979715895,76,365,2,555,998,5
0.08589460570980761,76,365,1,556,998,5
0.0871354056998167,76,364,2,556,998,5
0.08773687133338597,76,364,1,557,998,5
0.08831007947209535,77,364,1,557,999,5
0.0918475181355166,78,364,1,557,1000,5
0.0936687203438099,78,365,1,557,1001,5
0.09490687632582354,79,365,1,557,1002,5
0.09941742301101186,80,365,1,557,1003,5
0.09951616873740886,81,365,1,557,1004,5
0.09995370574716719,82,365,1,557,1005,5
0.09999999999999998,81,366,1,557,1005,5
0.10254183612483381,81,366,1,556,1004,5
0.10340648090640822,82,366,1,556,1005,5
0.1071844735291715,82,365,2,556,1005,5
0.10730848417552646,82,365,1,557,1005,5
0.10854440127495828,81,365,1,557,1004,5
0.10856408149995248,80,365,1,557,1003,5
0.1086636841532832,80,366,1,557,1004,5
0.10887922607317956,80,367,1,557,1005,5
0.10999999999999999,79,368,1,557,1005,5
0.11131863216225746,79,368,1,556,1004,5
0.11514709492501041,79,367,1,556,1003,5
0.11910030951285888,79,366,1,556,1002,5
0.12669232621676296,80,366,1,556,1003,5
0.13357143623380316,80,366,0,557,1003,5
0.1368413625798366,81,366,0,557,1004,5
0.0,60,374,5,561,1000,6
0.0005299567973905038,60,375,5,561,1001,6
0.0021275961590785245,60,374,6,561,1001,6
0.0024243906047032027,60,374,5,562,1001,6
0.002728627575070308,60,373,5,562,1000,6
0.003218882042928152,60,373,4,563,1000,6
0.0041749436215298375,60,373,3,564,1000,6
0.0055510333852102816,61,373,3,564,1001,6
0.005934389168833953,61,374,3,564,1002,6
0.006064015489421685,61,373,4,564,1002,6
0.00673353922731279,61,372,4,564,1001,6
0.007216381961882677,61,373,4,564,1002,6
0.007414896430024951,61,374,4,564,1003,6
0.008844221331424075,62,374,4,564,1004,6
0.009678340639657782,62,374,3,565,1004,6
0.011879702504703715,62,374,3,564,1003,6
0.012337860508291578,63,374,3,564,1004,6
0.014181831354243108,63,374,2,565,1004,6
0.015957803742881756,63,374,1,566,1004,6
0.016524438751472807,63,374,0,567,1004,6
0.01662785280956669,63,373,0,567,1003,6
0.0,63,352,3,582,1000,7
0.0011362849312292053,63,352,2,583,1000,7
0.001686491135389545,63,352,2,582,999,7
0.002685735292708504,64,352,2,582,1000,7
0.0046436259383160206,64,352,2,581,999,7
0.00620640589568669,65,352,2,581,1000,7
0.006513446218716943,65,352,1,582,1000,7
0.007375137265830471,66,352,1,582,1001,7
0.00840005793538623,66,351,1,582,1000,7
0.009672058583897618,67,351,1,582,1001,7
0.018822212908455482,67,351,0,583,1001,7
0.033446737541852886,68,351,0,583,1002,7
0.0,67,348,7,578,1000,8
0.0003850121560412016,67,348,6,579,1000,8
0.0011356335382733122,67,348,5,580,1000,8
0.001543145333616436,67,347,6,580,1000,8
0.0019967923418688317,68,347,6,580,1001,8
0.0023937884338574023,68,347,6,579,1000,8
0.003056961114816703,69,347,6,579,1001,8
0.003578263349369239,69,346,7,579,1001,8
0.005201909434245553,69,346,6,580,1001,8
0.006327369429181374,69,345,7,580,1001,8
0.007390010145299849,69,345,6,581,1001,8
0.00814870788569557,69,345,5,582,1001,8
0.011734323048600191,69,345,4,583,1001,8
0.011758590392062708,70,345,4,583,1002,8
0.01274546115372921,70,345,4,582,1001,8
0.014471899458484094,70,345,3,583,1001,8
0.014788454815716385,70,345,2,584,1001,8
0.015165426494423193,70,346,2,584,1002,8
0.015175365986616769,70,346,1,585,1002,8
0.015919832825754376,70,345,1,585,1001,8
0.018044102390922134,70,345,1,584,1000,8
0.018163344367984228,71,345,1,584,1001,8
0.022459493285787974,71,346,1,584,1002,8
0.0230474538311056,72,346,1,584,1003,8
0.024150959333792812,72,345,1,584,1002,8
0.027037888114376647,72,346,1,584,1003,8
0.030547483905090694,72,346,0,585,1003,8
0.032596178919807706,72,346,0,584,1002,8
0.0,66,380,5,549,1000,9
0.00042845272566264267,67,380,5,549,1001,9
0.0008050469809894878,67,380,5,548,1000,9
0.0009124095901716415,68,380,5,548,1001,9
0.002826109379112861,69,380,5,548,1002,9
0.0038787392624240824,69,381,5,548,1003,9
0.008538203553985952,69,380,6,548,1003,9
0.009054686967898462,69,380,6,547,1002,9
0.009797387790529606,69,380,5,548,1002,9
0.010113983842924135,69,379,6,548,1002,9
0.010945545841870796,69,379,6,547,1001,9
0.011102732196871301,69,379,6,546,1000,9
0.011241309371105684,69,378,7,546,1000,9
0.012268890645047766,69,378,6,547,1000,9
0.014735148221134994,70,378,6,547,1001,9
0.014924350602725801,70,378,5,548,1001,9
0.01528754060290593,70,378,4,549,1001,9
0.015607379836442975,71,378,4,549,1002,9
0.015955892808047847,71,377,5,549,1002,9
0.017584545987157436,71,376,6,549,1002,9
0.017933470277783164,71,375,7,549,1002,9
0.018140785679887143,71,376,7,549,1003,9
0.01832579446028859,71,376,7,548,1002,9
0.0188327798231385,71,376,6,549,1002,9
0.018904236492342102,71,375,7,549,1002,9
0.019431590233545893,72,375,7,549,1003,9
0.020000000000000018,71,376,7,549,1003,9
0.02130852391799409,71,375,8,549,1003,9
0.02183964710748674,71,374,9,549,1003,9
0.022696391947919593,71,374,8,550,1003,9
0.022696539354032704,71,373,9,550,1003,9
0.022882507026031087,71,372,10,550,1003,9
0.023339086999096405,71,371,11,550,1003,9
0.02353951949911065,71,370,12,550,1003,9
0.024219101286953468,71,370,11,551,1003,9
0.02526218697768832,71,370,10,552,1003,9
0.025620178724837194,71,369,11,552,1003,9
0.02566033634997331,72,369,11,552,1004,9
0.026336441875902946,72,368,12,552,1004,9
0.027692949811063478,72,367,13,552,1004,9
0.02786808119601516,72,367,12,553,1004,9
0.02874838548360646,72,367,11,554,1004,9
0.028876307538172392,72,367,10,555,1004,9
0.02909274622878666,72,368,10,555,1005,9
0.030729683854286753,72,368,9,556,1005,9
0.031183957059996575,71,368,9,556,1004,9
0.035505991565091106,71,368,8,557,1004,9
0.0356699343982095,71,368,7,558,1004,9
0.03810321371335223,71,367,8,558,1004,9
0.03872218881258682,71,367,8,557,1003,9
0.039841629388340204,71,367,7,558,1003,9
0.03999999999999998,70,368,7,558,1003,9
0.042007201557251676,70,367,8,558,1003,9
0.04258102090860012,70,366,9,558,1003,9
0.04293081744806615,69,366,9,558,1002,9
0.043866812286436484,69,365,10,558,1002,9
0.04401318343153882,69,365,9,559,1002,9
0.04548231721096149,69,364,10,559,1002,9
0.04555005400110623,69,364,10,558,1001,9
0.0472328036486177,70,364,10,558,1002,9
0.047788029241336544,70,365,10,558,1003,9
0.0478134297118622,70,365,10,557,1002,9
0.04842912665044736,70,364,11,557,1002,9
0.04937386025952268,70,363,12,557,1002,9
0.049935652434243034,70,362,13,557,1002,9
0.05006662013660732,70,362,12,558,1002,9
0.051419267716751565,70,361,13,558,1002,9
0.05355586638570163,70,360,14,558,1002,9
0.05411077190634352,70,359,15,558,1002,9
0.05490547333919697,70,359,14,559,1002,9
0.05534064888955342,70,358,15,559,1002,9
0.05605422636121441,70,357,16,559,1002,9
0.05611409042882693,70,356,17,559,1002,9
0.05660271996072743,70,356,16,560,1002,9
0.05792599457225398,70,356,15,561,1002,9
0.05899491187955499,70,355,16,561,1002,9
0.060203982606366356,70,355,15,562,1002,9
0.061151826569029684,70,354,16,562,1002,9
0.06190281549387806,70,354,15,563,1002,9
0.06201349109224955,70,353,16,563,1002,9
0.062034630761525426,70,353,15,564,1002,9
0.06280155493194786,70,352,16,564,1002,9
0.06337382200339284,70,351,17,564,1002,9
0.06376854108139497,70,351,16,565,1002,9
0.06379259567116438,70,351,15,566,1002,9
0.06416975110055839,70,350,16,566,1002,9
0.06436505641892665,70,349,17,566,1002,9
0.06485301743682712,70,349,16,567,1002,9
0.06625491132524886,70,349,16,566,1001,9
0.06665967927933786,70,349,15,567,1001,9
0.06677950126029586,70,349,15,566,1000,9
0.06732413022831618,70,348,16,566,1000,9
0.0674019998459876,70,348,16,565,999,9
0.06743654885695988,70,348,15,566,999,9
0.06807919415762566,70,347,16,566,999,9
0.06854093701082661,70,347,15,567,999,9
0.06953664039313223,70,346,16,567,999,9
0.06963132188994964,70,345,17,567,999,9
0.07062824166031031,70,345,16,568,999,9
0.07076500763492052,70,345,15,569,999,9
0.0713409118844269,70,345,14,570,999,9
0.07416994074934102,70,345,13,571,999,9
0.07423366065725484,70,346,13,571,1000,9
0.07429019058535025,70,346,12,572,1000,9
0.07604456286198572,70,346,11,573,1000,9
0.07745476422508679,70,346,10,574,1000,9
0.07814742649189492,71,346,10,574,1001,9
0.07831975260622097,71,345,11,574,1001,9
0.07902481834427552,71,344,12,574,1001,9
0.08019356667143562,72,344,12,574,1002,9
0.08037769206900287,72,344,11,575,1002,9
0.0846678353786079,72,343,12,575,1002,9
0.08714351200026395,72,342,13,575,1002,9
0.08719411033227337,71,342,13,575,1001,9
0.08723185254160574,72,342,13,575,1002,9
0.08724235080199325,72,342,12,576,1002,9
0.0873165222860366,72,342,11,577,1002,9
0.08794470960898162,72,341,12,577,1002,9
0.08927824142168508,72,340,13,577,1002,9
0.08992794433545195,72,339,14,577,1002,9
