   2.7870506e+00	   2.0421634e+00	   3.8368422e+00	   4.6938104e+00	   1.6936549e+00	
   3.3121078e+00	   1.9046651e+00	   1.7401996e+00	   6.9718824e+00	   3.2392343e+00	
   3.1267901e+00	   1.5733460e+00	   1.7968078e+00	   4.9976943e+00	   1.2691831e+00	
   5.4113354e+00	   8.6030988e-01	   3.9015483e+00	   4.6099296e+00	   9.1105318e-01	
   4.0629593e+00	   2.0231820e+00	   3.2527804e+00	   4.5802584e+00	   2.9263639e+00	
   3.9279716e-01	   2.7616713e+00	   4.3177843e+00	   5.3813773e+00	   6.4972724e-01	
   1.8782065e+00	   1.1749428e+00	   1.5751978e+00	   5.9636918e+00	   2.3646540e+00	
   9.1669486e-01	   5.0101715e+00	   5.1473951e+00	   4.2731156e+00	   1.3443524e+00	
   1.3845226e-01	   3.6281132e+00	   4.2189806e+00	   4.4410089e+00	   2.0064904e+00	
   5.1540960e-01	   2.8825322e+00	   1.8023036e+00	   4.0233705e+00	   7.2268090e-01	
   1.3953894e-01	   2.6739422e+00	   2.0545834e+00	   4.5009624e+00	   1.3268648e+00	
   4.5802725e-01	   2.5971212e+00	   1.4546324e+00	   4.3404382e+00	   7.7878946e-01	
   3.7459757e-01	   1.1512413e+00	   1.5712500e+00	   3.9021002e+00	   3.3457323e-01	
   4.9183920e-01	   3.3997386e-01	   5.1941641e+00	   4.2674774e+00	   6.6211387e-01	
   1.8457581e-01	   7.6935621e-01	   5.8258732e+00	   4.8915110e+00	   9.3138170e-01	
   1.4845314e+00	   1.1244772e+00	   3.5524913e+00	   4.8372647e+00	   9.3122076e-01	
   5.0842494e-01	   8.8905258e-01	   5.1088360e+00	   5.2487097e+00	   1.3223312e+00	
   2.2276309e+00	   8.6332649e-01	   3.4498217e+00	   5.6649778e+00	   2.2132314e+00	
   1.4113817e+00	   5.2523022e-01	   1.8085544e+00	   4.4079609e+00	   8.1898570e-01	
   1.0804418e+00	   6.6167064e-01	   2.6144860e+00	   3.9373825e+00	   7.2654696e-01	
   1.0482071e+00	   1.0562713e+00	   3.9249771e+00	   4.4855875e+00	   1.3613213e+00	
   3.1343540e-01	   1.7734445e+00	   5.1464511e+00	   3.3145487e+00	   1.2993405e+00	
   6.6137712e-01	   1.1401880e+00	   7.3332148e+00	   5.1836928e+00	   1.5219444e+00	
   7.3650603e-01	   2.4527732e+00	   2.5816673e+00	   5.7762274e+00	   4.1970639e+00	
   4.8479811e-01	   1.8386874e+00	   2.4548279e+00	   6.0008627e+00	   2.4193715e+00	
   8.6614160e-01	   3.3842874e+00	   5.3022301e+00	   4.0307025e+00	   3.3821519e+00	
   1.8600030e+00	   1.0505880e+00	   2.9666920e+00	   4.2672321e+00	   3.1396977e+00	
   1.8480213e+00	   1.6150131e+00	   2.7059850e+00	   4.4173905e+00	   2.1515665e+00	
   7.4791306e-01	   2.0518594e+00	   2.9259670e+00	   4.7352389e+00	   7.4564789e-01	
   2.7240332e-01	   6.6794133e-01	   2.6467113e+00	   4.4072008e+00	   7.7141498e-01	
   1.6577922e+00	   1.7557123e+00	   1.4061881e+00	   5.0180166e+00	   1.3163465e+00	
   1.0019242e+00	   3.2288777e-01	   2.1392412e+00	   5.1356725e+00	   5.0851284e-01	
   4.1115544e+00	   1.6511098e+00	   1.2104468e+00	   5.9800558e+00	   2.8998383e+00	
   3.1945133e+00	   3.7230216e+00	   3.5680656e+00	   4.4288228e+00	   1.5347965e+00	
   1.7664228e+00	   2.5945812e+00	   7.2097661e+00	   4.0235371e+00	   6.7881582e-01	
   1.2211029e+00	   2.1229415e+00	   7.6574391e+00	   5.2594523e+00	   1.8918398e+00	
   4.9946098e-01	   4.3401496e+00	   8.0330778e+00	   4.8784634e+00	   1.2286539e+00	
   8.2624199e-01	   4.3639025e+00	   9.6464563e+00	   5.5717730e+00	   1.0644367e+00	
   8.3169740e-01	   7.4226218e-01	   4.0009293e+00	   4.7557819e+00	   1.9434315e+00	
   1.9694169e+00	   1.1933831e+00	   3.2392428e+00	   5.8764721e+00	   1.8073151e+00	
   9.2504185e-01	   1.7748926e+00	   3.1901453e+00	   6.6307519e+00	   1.2761929e+00	
   2.5490493e+00	   1.2899036e+00	   7.3179517e-01	   8.1326334e+00	   2.5254465e+00	
   1.2823097e+00	   2.0666783e+00	   2.2289024e+00	   5.5239842e+00	   4.4595770e-01	
   8.2731197e-01	   9.9037881e-01	   2.3760969e+00	   5.1544128e+00	   2.4632687e+00	
   1.1604557e+00	   2.9418995e+00	   1.7979186e+00	   5.8577619e+00	   1.7702147e+00	
   2.7209357e+00	   2.3502913e+00	   1.2926007e+00	   4.1937045e+00	   9.8302877e-01	
   1.5522811e+00	   1.7559411e+00	   3.6136535e+00	   3.9861723e+00	   2.9196510e+00	
   3.6285857e-01	   5.2619450e-01	   1.3951545e+00	   5.0915198e+00	   1.8959717e+00	
   9.8780057e-01	   7.0325340e-01	   9.9529634e-01	   5.4089668e+00	   1.0480741e+00	
   1.6916450e+00	   1.4127445e+00	   3.5119333e+00	   4.6550587e+00	   2.1391532e+00	
   1.3104243e+00	   1.3561063e+00	   1.6058976e+00	   5.4269718e+00	   9.0509945e-01	
   2.8757196e+00	   1.5855552e+00	   1.8937371e+00	   4.7529185e+00	   2.9720649e+00	
   8.6245886e-01	   1.0870961e+00	   1.1687632e+00	   4.8526951e+00	   2.4100614e+00	
   1.3143790e+00	   1.8270872e+00	   1.9676344e+00	   3.4730630e+00	   3.5347395e+00	
   1.7215844e+00	   9.3451722e-01	   1.7763369e+00	   5.6037016e+00	   1.3515543e+00	
   8.5903309e-01	   1.6122199e+00	   1.6895674e+00	   5.5798569e+00	   1.8732518e+00	
   1.5503672e+00	   1.3892807e+00	   2.3590303e+00	   8.7425819e+00	   1.4381798e+00	
   8.4362399e-01	   6.9113315e-01	   1.3405998e+00	   6.5278790e+00	   7.3984258e-01	
   9.7531591e-01	   1.3423352e-01	   1.4969384e+00	   7.4132289e+00	   1.3848809e+00	
   2.3417471e+00	   1.0499818e+00	   1.4744616e+00	   7.9985939e+00	   1.2842581e+00	
   4.2692268e-01	   1.3086401e+00	   3.7659407e+00	   5.9069307e+00	   9.0512522e-01	
   6.9150828e-01	   1.6803381e+00	   7.3058298e+00	   5.9494442e+00	   2.7605876e+00	
   6.3014190e-01	   6.2059489e-01	   1.1186120e+01	   4.5321465e+00	   1.4743749e+00	
   2.3064649e+00	   1.7447685e+00	   6.4296760e+00	   5.6838594e+00	   4.4908453e+00	
   1.6369097e+00	   2.0984148e+00	   1.2381792e+00	   5.2369348e+00	   5.6299798e+00	
   1.1126273e+00	   1.9407504e+00	   2.8029793e+00	   3.8330842e+00	   2.0439545e+00	
   1.0902996e+00	   2.8241239e+00	   6.8404163e+00	   5.9785973e+00	   2.3407097e+00	
   1.0364728e+00	   1.4518095e+00	   4.4029493e+00	   5.9612942e+00	   1.6807708e+00	
   5.2856081e-01	   2.5977710e+00	   1.9375905e+00	   4.8466723e+00	   5.8851617e-01	
   2.0170344e+00	   2.1219101e+00	   3.2537064e+00	   4.3960896e+00	   1.9860396e+00	
   4.6824596e-01	   6.9018794e-01	   2.0338970e+00	   3.2007238e+00	   1.1355278e+00	
   1.0058372e+00	   7.8700075e-01	   2.3284149e+00	   5.4873425e+00	   1.3499641e+00	
   8.0522796e-01	   1.4342377e+00	   1.7849995e+00	   7.6210668e+00	   4.4218417e+00	
   1.4817333e+00	   1.1954569e+00	   3.4400858e+00	   6.3848868e+00	   5.4887870e+00	
   1.3520912e+00	   2.4938599e+00	   3.4712045e+00	   5.1732239e+00	   2.1737085e+00	
   2.6457951e+00	   2.1855569e+00	   5.9974475e+00	   3.5608543e+00	   4.9233225e+00	
   8.6456342e-01	   1.4383257e+00	   8.1143571e+00	   3.2542881e+00	   2.3695554e+00	
   9.7195555e-01	   7.4745870e-01	   8.1609812e+00	   3.8836832e+00	   1.1900220e+00	
   2.0457606e+00	   1.9636748e+00	   6.1230941e+00	   3.7817813e+00	   2.9374471e+00	
   8.4263361e-01	   8.8248888e-01	   5.1767991e+00	   4.4004587e+00	   2.9695528e+00	
   1.3520685e+00	   1.4571585e+00	   5.8671276e+00	   5.5759881e+00	   1.6694080e+00	
   2.7333048e-01	   6.1822684e-01	   6.3308852e+00	   5.5033369e+00	   2.5806095e+00	
   2.2714311e+00	   1.0421460e+00	   2.3935565e+00	   4.3168281e+00	   1.3341895e+00	
   9.7756749e-01	   4.0885217e-01	   3.7173623e+00	   4.6692811e+00	   1.5424657e+00	
   1.9323073e+00	   1.6441356e+00	   1.7716544e+00	   4.8848662e+00	   1.3906899e+00	
   5.2477973e-01	   1.4647139e+00	   1.7398476e+00	   2.8067798e+00	   1.2902480e+00	
   7.5007503e-01	   1.0338535e+00	   3.1351681e+00	   5.7544818e+00	   1.7803155e+00	
   1.3619017e+00	   1.5498978e+00	   1.1355414e+00	   9.1707398e+00	   1.9508578e+00	
   4.2200111e-01	   1.2317219e+00	   2.7675769e+00	   7.5550954e+00	   1.1458641e+00	
   3.0697806e-01	   4.7405962e+00	   4.3863473e+00	   5.6521637e+00	   2.7647824e+00	
   6.4641834e-01	   5.2463897e+00	   3.9512327e+00	   5.1367300e+00	   1.7343928e+00	
   8.7454186e-01	   5.2645211e+00	   5.7380810e+00	   5.1981695e+00	   1.8491694e+00	
   4.7878014e-01	   3.7489528e+00	   2.2974293e+00	   5.5997042e+00	   1.5181792e+00	
   2.3972986e+00	   1.5608470e+00	   2.0555705e+00	   4.2001111e+00	   4.4385423e-01	
   1.9369113e+00	   1.3285043e+00	   4.3097878e+00	   4.7934015e+00	   2.7205070e+00	
   1.2209350e+00	   1.1592006e+00	   1.0210081e+00	   5.5209491e+00	   2.6100510e+00	
   4.3710120e-01	   1.8467596e+00	   4.6436492e+00	   6.1223747e+00	   2.9094648e+00	
   3.2410307e+00	   2.2670829e+00	   4.1677403e+00	   6.7160993e+00	   3.9034082e+00	
   1.7554966e+00	   7.1692266e-01	   2.0949123e+00	   7.4868516e+00	   1.6606727e+00	
   2.4219348e+00	   1.5440656e+00	   2.2227292e+00	   3.5559188e+00	   3.0050123e+00	
   1.4969346e+00	   1.6126551e+00	   1.9533414e+00	   3.8184457e+00	   8.0005538e-01	
   1.2190441e+00	   1.4093108e+00	   2.3512494e+00	   5.6293889e+00	   2.5778502e+00	
