   1.5916305e+00	   3.2810912e+02	   3.0455094e+02	   1.7270531e+02	
   1.4747334e+00	   3.4162594e+02	   3.1102375e+02	   1.7503213e+02	
   1.4610913e+00	   3.4575517e+02	   3.2178668e+02	   1.7673627e+02	
   1.1353944e+00	   3.4727151e+02	   3.2748181e+02	   1.8414415e+02	
   1.4485194e+00	   3.4510762e+02	   3.2331197e+02	   1.7651271e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.6503094e+00	   3.3491638e+02	   3.1060311e+02	   1.6273475e+02	
   1.7250003e+00	   3.4411101e+02	   3.1797644e+02	   1.6445210e+02	
   1.7250003e+00	   3.4411101e+02	   3.1797644e+02	   1.6445210e+02	
   1.5305060e+00	   3.5644164e+02	   3.2072732e+02	   1.8778940e+02	
   1.4092907e+00	   3.5272657e+02	   3.2267216e+02	   2.0168589e+02	
   1.7148813e+00	   3.6373424e+02	   3.2950897e+02	   2.1049372e+02	
   1.5259860e+00	   3.6472475e+02	   3.4834828e+02	   2.2735191e+02	
   1.2436720e+00	   3.8578006e+02	   3.6048843e+02	   2.3890076e+02	
   1.3299929e+00	   3.9020544e+02	   3.6336968e+02	   2.4454026e+02	
   1.3299929e+00	   3.9020544e+02	   3.6336968e+02	   2.4454026e+02	
   1.7503804e+00	   3.7857157e+02	   3.4320409e+02	   2.2723706e+02	
   1.7228042e+00	   3.7783446e+02	   3.4022792e+02	   2.3591940e+02	
   2.0053912e+00	   3.9079517e+02	   3.5333863e+02	   2.5983857e+02	
   1.6582879e+00	   3.9684412e+02	   3.6435145e+02	   2.4608958e+02	
   1.6582879e+00	   3.9684412e+02	   3.6435145e+02	   2.4608958e+02	
   2.0041927e+00	   3.7137472e+02	   3.4888258e+02	   2.2851272e+02	
   1.8401266e+00	   3.8541792e+02	   3.5148382e+02	   2.2973180e+02	
   1.4038139e+00	   3.9313951e+02	   3.5906085e+02	   2.3347516e+02	
   1.7023601e+00	   3.7680799e+02	   3.4280923e+02	   2.2033724e+02	
   1.6992821e+00	   3.7985353e+02	   3.4072282e+02	   2.0268031e+02	
   1.6992821e+00	   3.7985353e+02	   3.4072282e+02	   2.0268031e+02	
   1.6312758e+00	   3.8076313e+02	   3.3952913e+02	   1.9299563e+02	
   1.6312758e+00	   3.8076313e+02	   3.3952913e+02	   1.9299563e+02	
   1.6390071e+00	   3.8918018e+02	   3.4663702e+02	   1.9920350e+02	
   2.0456615e+00	   3.6346479e+02	   3.2387983e+02	   1.8425016e+02	
   2.0456615e+00	   3.6346479e+02	   3.2387983e+02	   1.8425016e+02	
   2.4055358e+00	   3.5301035e+02	   3.0816568e+02	   1.7050076e+02	
   2.1699043e+00	   3.6734584e+02	   3.2255808e+02	   1.8192384e+02	
   1.9903991e+00	   3.8614256e+02	   3.5131708e+02	   2.2149058e+02	
   1.9903991e+00	   3.8614256e+02	   3.5131708e+02	   2.2149058e+02	
   2.3389000e+00	   4.0566893e+02	   3.5701173e+02	   2.1159956e+02	
   2.3389000e+00	   4.0566893e+02	   3.5701173e+02	   2.1159956e+02	
   2.1099309e+00	   3.5959654e+02	   3.1029239e+02	   1.5455600e+02	
   2.0086233e+00	   3.6390027e+02	   3.1394326e+02	   1.6882224e+02	
   2.1630794e+00	   3.7472962e+02	   3.2425828e+02	   1.8362499e+02	
   1.9245923e+00	   3.7179043e+02	   3.2587855e+02	   1.8476526e+02	
   1.9371417e+00	   3.5590653e+02	   3.1610456e+02	   1.8280278e+02	
   1.7685191e+00	   3.4628778e+02	   3.1259780e+02	   1.9065150e+02	
   2.0885152e+00	   3.4406187e+02	   3.0856732e+02	   1.8893128e+02	
   1.5082479e+00	   3.6678248e+02	   3.3279814e+02	   2.2267639e+02	
   1.5943063e+00	   3.5230572e+02	   3.1887917e+02	   2.1874692e+02	
   1.7289974e+00	   3.4051092e+02	   3.0413484e+02	   2.1709702e+02	
   1.4318945e+00	   3.3241447e+02	   2.9558001e+02	   2.0569976e+02	
   1.4345554e+00	   3.6201931e+02	   3.2493400e+02	   2.3476359e+02	
   1.8050531e+00	   3.7036562e+02	   3.2314429e+02	   2.2920168e+02	
   1.6781086e+00	   3.6589647e+02	   3.1405368e+02	   2.2567940e+02	
   2.1539615e+00	   3.6561382e+02	   3.0914979e+02	   2.0213041e+02	
   2.1956778e+00	   3.8406152e+02	   3.3666202e+02	   2.2958318e+02	
