   1.8986416e+01	   4.0645930e+00	   1.1972413e+01	   6.2336682e+00	   6.0488308e+00	   5.2255056e+00	   2.2763112e+00	   2.5742672e-01	   5.3890671e-01	
   5.6017245e+00	   6.3923312e+00	   8.5175466e+00	   5.9180333e+00	   5.5519029e+00	   5.3345051e+00	   1.2364164e+00	   4.1073102e-01	   2.9173805e-01	
   1.1481461e+01	   4.1098006e+00	   4.2944643e+00	   5.4079898e+00	   4.9925471e+00	   6.4054949e+00	   1.9899827e+00	   2.4722058e-01	   2.9427204e-01	
   1.5467248e+01	   6.0917119e+00	   7.9062346e+00	   5.4494302e+00	   5.5798874e+00	   5.7880929e+00	   1.2267852e+00	   7.9753352e-01	   1.4400935e-01	
   1.2553539e+01	   1.1330551e+01	   1.8013190e+01	   5.8286915e+00	   5.3509296e+00	   4.8290723e+00	   1.2468211e+00	   3.0152955e-01	   4.9129773e-01	
   9.7664425e+00	   7.3507827e+00	   1.8368920e+01	   6.5838087e+00	   5.3508371e+00	   5.2113436e+00	   1.0331351e+00	   4.4182817e-01	   7.7743158e-01	
   2.0549356e+01	   1.9887125e+01	   2.1459892e+01	   6.3548731e+00	   4.7910836e+00	   4.9807615e+00	   1.6552208e+00	   6.7331056e-01	   5.0134939e-01	
   3.3943275e+01	   1.8756306e+01	   6.4824040e+00	   6.0567535e+00	   5.1182085e+00	   4.8936355e+00	   2.7828946e+00	   7.1948164e-01	   5.0931473e-01	
   2.2063518e+01	   1.1543815e+01	   1.1866559e+01	   6.3601183e+00	   6.6182568e+00	   5.5203425e+00	   7.3094937e-01	   3.1312582e-01	   2.1571658e-01	
   7.6072753e+00	   5.6670504e+00	   2.3886278e+01	   5.8075020e+00	   6.6890706e+00	   5.4365731e+00	   1.5281565e+00	   8.8675831e-01	   2.5925939e-01	
   1.3210199e+01	   1.0082375e+01	   2.7479557e+01	   6.1915774e+00	   5.6208872e+00	   5.2900670e+00	   4.5716640e+00	   7.7729508e-01	   3.3039943e-01	
   1.1477447e+01	   7.0774856e+00	   2.4847646e+01	   6.4932488e+00	   6.4156250e+00	   4.7299959e+00	   7.1625967e+00	   8.1165006e-01	   6.2691048e-01	
   1.4190446e+01	   7.5874006e+00	   1.4538616e+01	   6.0646677e+00	   5.0644804e+00	   5.3144380e+00	   8.2658245e+00	   2.3695945e-01	   8.4246370e-01	
   1.3931414e+01	   1.1015118e+01	   7.0250648e+00	   4.8166036e+00	   4.9555073e+00	   5.0508124e+00	   1.0070928e+01	   7.7194169e-01	   7.1791410e-01	
   1.0928961e+01	   9.9899686e+00	   2.2054508e+01	   6.0502601e+00	   4.8101738e+00	   4.1589072e+00	   1.3867320e+01	   5.2706548e-01	   6.1509850e-01	
   1.5780574e+01	   1.2058409e+01	   1.8355688e+01	   6.6732117e+00	   5.9872404e+00	   4.7102518e+00	   1.3426890e+01	   7.4106369e-01	   7.1806577e-01	
   6.2673694e+00	   1.4973204e+01	   1.1190091e+01	   6.9737324e+00	   5.2797816e+00	   4.9229743e+00	   1.2602585e+01	   7.4340921e-01	   3.7509725e-01	
   2.8260232e+01	   1.6497863e+01	   2.3581552e+01	   6.7706151e+00	   5.1972211e+00	   5.1537614e+00	   1.1679702e+01	   7.5365384e-01	   3.9435686e-01	
   2.9086772e+01	   1.6039522e+01	   5.8347977e+00	   6.5398709e+00	   4.9815744e+00	   4.5274412e+00	   9.5270837e+00	   6.7435795e-01	   4.1156605e-01	
   2.8385933e+01	   1.5463666e+01	   1.0406340e+01	   6.3495270e+00	   5.7586120e+00	   5.2110092e+00	   1.0394472e+01	   4.5742668e-01	   4.6043796e-01	
   2.2440492e+01	   1.5728741e+01	   1.0565873e+01	   6.4057313e+00	   5.1497656e+00	   5.2958251e+00	   9.1337312e+00	   5.9512357e-01	   4.0848782e-01	
   2.1804061e+01	   1.5185372e+01	   1.2373394e+01	   7.0280515e+00	   4.9623415e+00	   6.4401661e+00	   8.1741305e+00	   1.3371493e-01	   3.8957025e-01	
   2.1161657e+01	   7.2017234e+00	   4.9645482e+00	   5.6586603e+00	   4.9818757e+00	   5.9902295e+00	   7.6279161e+00	   5.2435218e-01	   3.0608341e-01	
   3.3907869e+01	   7.1972949e+00	   1.6520244e+01	   6.4923437e+00	   4.8455173e+00	   5.5486193e+00	   7.0316204e+00	   8.8075795e-01	   3.5961830e-01	
   2.2420716e+01	   1.0437240e+01	   1.3261998e+01	   7.2458873e+00	   5.8764701e+00	   5.0427364e+00	   6.3047182e+00	   8.5346609e-01	   4.1150641e-01	
   1.0878727e+01	   3.2518237e+00	   7.8101828e+00	   6.2906914e+00	   4.8287282e+00	   4.5326861e+00	   6.5832678e+00	   7.2154624e-01	   2.4833744e-01	
   7.8975341e+00	   2.9427481e+00	   1.3922544e+01	   5.7612894e+00	   4.3634696e+00	   5.4486333e+00	   4.9686989e+00	   2.1724427e-01	   3.4957069e-01	
   9.9060000e+00	   5.0619815e+00	   1.5156382e+01	   4.7787986e+00	   5.8746033e+00	   5.5787405e+00	   2.3380105e+00	   1.1656381e+00	   7.7674885e-01	
   6.8877608e+00	   8.7118707e+00	   1.3888404e+01	   5.2489785e+00	   5.4155889e+00	   5.1471435e+00	   1.3049816e+00	   7.6937736e-01	   9.2150274e-01	
   1.3777543e+01	   6.9550293e+00	   2.0986525e+01	   5.1569208e+00	   5.4808781e+00	   4.9509249e+00	   8.8567459e-01	   5.6632639e-01	   6.3497674e-01	
   2.3762521e+01	   4.6716630e+00	   2.3309763e+01	   6.3238133e+00	   6.3460259e+00	   5.8035132e+00	   1.3553439e+00	   1.3039852e+00	   5.3843576e-01	
   1.7772503e+01	   3.8468459e+00	   2.0894357e+01	   5.8681609e+00	   5.6328568e+00	   5.9372926e+00	   2.0013546e+00	   5.7149134e-01	   5.5149852e-01	
   3.3307989e+00	   6.0988820e+00	   4.5630113e+00	   6.5958092e+00	   6.2320405e+00	   5.8327290e+00	   1.6717354e+00	   6.1286393e-01	   1.5889144e-01	
   1.9632848e+01	   1.1112235e+01	   1.8445910e+01	   6.2372998e+00	   5.6513479e+00	   6.1598137e+00	   3.1007628e+00	   6.2387687e-01	   4.4595797e-01	
   1.4668323e+01	   3.7856340e+00	   1.1622244e+01	   6.4163865e+00	   5.7909264e+00	   5.7103018e+00	   4.2496243e+00	   6.4704296e-01	   6.3281349e-01	
   1.6640279e+01	   6.5196106e+00	   2.7037083e+01	   5.7739069e+00	   3.7893915e+00	   5.3373980e+00	   2.3521628e+00	   6.5543287e-01	   4.9998252e-01	
   1.9691767e+01	   5.3955173e+00	   1.6894478e+01	   6.7432754e+00	   5.5870865e+00	   5.5569717e+00	   1.5439595e+00	   3.1306617e-01	   5.7431195e-01	
   2.5391778e+01	   5.9671747e+00	   9.3728704e+00	   6.7518798e+00	   6.3656015e+00	   5.9707536e+00	   1.0697737e+00	   4.1700673e-01	   2.0827185e-01	
   9.7507546e+00	   1.8626240e+00	   1.3273518e+01	   7.4284581e+00	   5.8902830e+00	   5.7339486e+00	   8.0498142e-01	   4.5227389e-01	   5.7855715e-01	
   1.4689161e+01	   1.0645677e+01	   1.9153848e+01	   6.5462293e+00	   5.0836268e+00	   6.7328628e+00	   2.0297192e+00	   6.2222849e-01	   3.0946960e-01	
   1.4705187e+01	   7.1105039e+00	   1.2757498e+01	   5.1356454e+00	   5.9694752e+00	   5.9998068e+00	   2.4978006e+00	   1.3410554e+00	   4.8209900e-01	
   9.4097644e+00	   7.8676418e+00	   1.5760983e+01	   5.9136978e+00	   4.7816401e+00	   5.4445506e+00	   9.3634854e-01	   1.1085681e+00	   4.9181568e-01	
   1.0026392e+01	   1.1973445e+01	   1.1697345e+01	   7.3762907e+00	   5.6652322e+00	   6.0383413e+00	   2.4352009e+00	   1.0093541e+00	   4.9333846e-01	
   6.3002396e+00	   1.5351193e+01	   1.1692990e+01	   7.0174754e+00	   5.1995191e+00	   6.0247183e+00	   2.0187525e+00	   1.7044658e+00	   6.9181042e-01	
   9.7159175e+00	   4.6852587e+00	   1.8453413e+01	   6.4830244e+00	   5.9455415e+00	   5.2711308e+00	   2.3433139e+00	   1.4235981e+00	   9.3187925e-01	
   1.3754395e+01	   3.5829589e+00	   1.2794215e+01	   5.4867950e+00	   6.1838140e+00	   4.6537140e+00	   3.1059294e+00	   6.8626317e-01	   5.0483049e-01	
   1.7188005e+01	   9.2640757e+00	   6.3372663e+00	   6.3525107e+00	   6.3438818e+00	   4.1867776e+00	   6.0712288e-01	   3.0872828e-01	   4.6879449e-01	
   9.1017163e+00	   4.3113620e+00	   7.4242123e+00	   6.8873399e+00	   4.0853852e+00	   4.2410111e+00	   1.6993442e+00	   1.7019459e+00	   8.8668806e-01	
   1.0412733e+01	   6.2321263e+00	   4.9333172e+00	   5.2388673e+00	   4.8864543e+00	   5.0901071e+00	   2.4193689e+00	   1.6970329e+00	   1.3854074e+00	
   1.6651858e+01	   1.0265646e+01	   1.1622958e+01	   6.5840583e+00	   5.0012914e+00	   4.6373523e+00	   3.8015852e+00	   1.6265695e+00	   1.0656208e+00	
   7.1868051e+00	   3.9444456e+00	   2.1463763e+01	   6.6601582e+00	   5.9990052e+00	   5.0199918e+00	   5.0484637e+00	   1.3326697e+00	   9.8074553e-01	
   1.2987686e+01	   4.4363151e+00	   2.4599499e+01	   5.1561796e+00	   5.3543176e+00	   4.9797060e+00	   3.9275441e+00	   1.6917089e+00	   7.8069264e-01	
   1.6093346e+01	   8.5578180e+00	   3.4774914e+01	   6.3909424e+00	   6.4142425e+00	   4.9984622e+00	   3.5141234e+00	   2.0136365e+00	   1.0208617e+00	
   1.0178115e+01	   2.2652733e+00	   1.6340717e+01	   6.4565315e+00	   5.0758165e+00	   5.5201974e+00	   2.6859875e+00	   2.9213669e+00	   8.7251839e-01	
   1.1565658e+01	   5.5339105e+00	   1.1553636e+01	   5.5181839e+00	   5.0513575e+00	   5.1220759e+00	   1.2151352e+00	   3.1083946e+00	   7.4168874e-01	
   2.8306397e+01	   6.8910237e+00	   1.4216771e+01	   5.7875050e+00	   5.6693526e+00	   5.6033135e+00	   3.3383727e+00	   1.7836380e+00	   7.8343973e-01	
   2.6362512e+01	   1.1232113e+01	   1.6219410e+01	   7.0019032e+00	   4.6545368e+00	   5.5789047e+00	   2.1079506e+00	   1.7173003e+00	   3.5841196e-01	
   2.7146628e+01	   7.4333512e+00	   2.6074027e+01	   6.2059434e+00	   4.9945049e+00	   5.0573570e+00	   2.2848643e+00	   2.1508516e+00	   3.3220353e-01	
   2.9406771e+01	   7.5615459e+00	   2.6207426e+01	   5.7706236e+00	   5.2729792e+00	   4.6936343e+00	   9.8665491e-01	   1.3741345e+00	   2.7700475e-01	
   2.0780410e+01	   1.1538763e+01	   2.3074196e+01	   5.7804325e+00	   5.1110869e+00	   4.9946728e+00	   1.0331239e+00	   1.3023966e+00	   1.9242754e-01	
   2.5398230e+01	   5.2543463e+00	   1.1865979e+01	   6.1309249e+00	   4.1967404e+00	   4.6847241e+00	   3.1074692e+00	   9.2875997e-01	   8.3701738e-01	
   3.7192740e+01	   4.1934137e+00	   8.4106919e+00	   6.1675160e+00	   4.0603703e+00	   5.3113581e+00	   3.1882855e+00	   7.6829600e-01	   8.2756188e-01	
   3.7270636e+01	   7.2140327e+00	   1.3641817e+01	   6.3467086e+00	   4.1805839e+00	   5.6757788e+00	   2.8079070e+00	   6.7079743e-01	   3.9323462e-01	
   1.6243874e+01	   7.8091787e+00	   1.1043667e+01	   6.3027237e+00	   4.7526135e+00	   4.9699924e+00	   2.9675693e+00	   5.1594136e-01	   5.5543684e-01	
   1.7996096e+01	   9.1497269e+00	   8.7104784e+00	   6.7489934e+00	   4.5860941e+00	   4.7787347e+00	   1.9524685e+00	   4.4619483e-01	   4.1370315e-01	
   1.7865447e+01	   4.6960627e+00	   1.8162627e+01	   5.6606776e+00	   5.7100457e+00	   4.7511719e+00	   1.0239135e+00	   6.1470288e-01	   7.0601755e-01	
   6.5745326e+00	   7.9347792e+00	   2.0364896e+01	   5.5164268e+00	   5.1284811e+00	   4.7053849e+00	   1.7553380e+00	   5.4410195e-01	   4.3066368e-01	
   6.5882897e+00	   4.6260641e+00	   3.9863767e+00	   5.5586680e+00	   5.9327464e+00	   4.1713015e+00	   1.3879097e+00	   5.5151213e-01	   2.7726965e-01	
   1.1255587e+01	   4.2265058e+00	   1.3251865e+01	   5.5659156e+00	   7.5221081e+00	   4.7725266e+00	   1.4271576e+00	   5.9590487e-01	   2.4500068e-01	
   5.6908654e+00	   4.7247485e+00	   7.8303364e+00	   6.1741896e+00	   6.5979005e+00	   4.3376568e+00	   2.2773894e+00	   1.1474335e+00	   1.8192796e-01	
   1.6354285e+01	   4.4753816e+00	   1.5376627e+01	   6.6983098e+00	   5.9179581e+00	   4.7982309e+00	   8.5892383e-01	   1.0744264e+00	   4.1125903e-01	
   6.9546835e+00	   6.0481249e+00	   1.1577037e+01	   6.1855226e+00	   5.4433257e+00	   4.1221574e+00	   1.0562813e+00	   8.6282341e-01	   4.6753878e-01	
   1.5030380e+01	   1.0149467e+01	   1.8517375e+00	   5.8493954e+00	   5.9854076e+00	   5.1919568e+00	   9.7699458e-01	   4.4980124e-01	   6.5365546e-01	
   9.5212319e+00	   1.4727172e+01	   1.2983004e+01	   5.8003040e+00	   5.6092670e+00	   5.9141452e+00	   1.9457559e+00	   7.0812199e-01	   6.8270588e-01	
   8.5081533e+00	   1.1417412e+01	   1.2635349e+01	   5.7802917e+00	   5.3807481e+00	   4.8803497e+00	   4.8103885e+00	   1.0615502e+00	   5.7011498e-01	
   3.3236358e+01	   9.7953985e+00	   1.5368658e+01	   6.8028902e+00	   5.5594605e+00	   4.8992069e+00	   3.3610020e+00	   9.4402700e-01	   2.6066358e-01	
   1.6136862e+01	   1.2899155e+01	   8.5407529e+00	   6.6145990e+00	   5.6987197e+00	   4.4230675e+00	   1.8730132e+00	   2.6218647e-01	   3.4106313e-01	
   9.1930160e+00	   8.5857957e+00	   5.8583490e+00	   5.7727883e+00	   4.6129720e+00	   4.3799478e+00	   1.3883399e+00	   7.6002676e-01	   8.6076697e-01	
   1.1928359e+01	   2.3879483e+00	   4.1117567e+00	   6.7760737e+00	   5.5484314e+00	   4.9746777e+00	   1.9029304e+00	   8.0805361e-01	   7.0863996e-01	
   2.1078973e+01	   7.3902932e+00	   1.2421132e+01	   7.9935803e+00	   4.7621639e+00	   4.6180168e+00	   1.7499129e+00	   1.0941290e+00	   7.6616146e-01	
   5.6409717e+00	   8.1932252e+00	   2.3962279e+01	   7.0811343e+00	   5.8079924e+00	   4.6418016e+00	   4.8223481e+00	   5.8576643e-01	   9.0980300e-01	
   6.4935461e+00	   1.0128230e+01	   2.3057748e+01	   6.4785357e+00	   4.4855975e+00	   5.0642558e+00	   4.5167273e+00	   1.0220531e+00	   5.5547331e-01	
   1.9291521e+01	   1.7320268e+01	   2.2788008e+01	   5.9923858e+00	   5.1345105e+00	   5.3306335e+00	   3.2917557e+00	   1.0154120e+00	   6.6105224e-01	
   1.0682459e+01	   1.0361748e+01	   7.0448229e+00	   6.6347522e+00	   4.7614426e+00	   5.6830397e+00	   3.7565268e+00	   1.1144669e+00	   3.3992345e-01	
   4.7707099e+00	   8.2423850e+00	   8.6841115e+00	   6.5903164e+00	   5.1401670e+00	   5.3202875e+00	   2.1367863e+00	   1.2216778e+00	   5.5322288e-01	
   2.2530409e+01	   1.1816759e+01	   1.3090324e+01	   4.9008971e+00	   4.5676657e+00	   4.7480178e+00	   1.5792622e+00	   1.5475365e+00	   1.9624784e-01	
   1.9137269e+01	   5.3660686e+00	   1.8142162e+01	   5.9651071e+00	   4.9824129e+00	   5.2972724e+00	   7.4879307e-01	   7.6993217e-01	   1.4830248e-01	
   1.4881434e+01	   8.5192903e+00	   2.0793806e+01	   7.1259622e+00	   5.1254168e+00	   5.3339901e+00	   3.6778565e+00	   3.4177038e-01	   6.0651643e-01	
   1.7480569e+01	   1.8375931e+01	   1.7606379e+01	   6.1121206e+00	   5.5219155e+00	   4.0645000e+00	   2.6074455e+00	   4.8635174e-01	   6.3999215e-01	
   2.0090201e+01	   1.1578834e+01	   9.1651071e+00	   6.9174669e+00	   4.9493732e+00	   5.2437924e+00	   2.8024983e+00	   7.4993295e-01	   5.4250438e-01	
   1.1873538e+01	   5.8165341e+00	   7.4864360e+00	   6.5655230e+00	   4.4888445e+00	   5.3866739e+00	   3.7683493e+00	   1.7316203e+00	   4.9528318e-01	
   1.6755434e+01	   1.0269096e+01	   9.4068489e+00	   7.0143404e+00	   4.6155167e+00	   4.3218657e+00	   4.7788990e+00	   1.2802125e+00	   2.1564099e-01	
   1.5982375e+01	   7.7610748e+00	   2.4021778e+01	   7.0355016e+00	   4.7505909e+00	   5.2695178e+00	   6.6129432e+00	   6.2038468e-01	   3.3694241e-01	
   2.0262159e+01	   4.7111556e+00	   1.8814346e+01	   6.2652294e+00	   5.1948906e+00	   4.5442837e+00	   4.6224531e+00	   4.1616025e-01	   7.3796757e-01	
   8.4637103e+00	   9.1258088e+00	   9.5754573e+00	   6.6706224e+00	   5.1223461e+00	   4.8733454e+00	   1.2986603e+00	   2.2211059e-01	   5.0313453e-01	
   2.3847176e+01	   1.0651647e+01	   1.6148835e+01	   8.0415938e+00	   5.6380796e+00	   4.2171114e+00	   2.4483456e+00	   1.0278762e+00	   3.8105447e-01	
   3.0334455e+01	   1.2544192e+01	   1.9423280e+01	   6.9936607e+00	   5.3471454e+00	   4.8973108e+00	   2.3214353e+00	   7.8033180e-01	   6.2861328e-01	
   7.4761259e+00	   1.2063770e+01	   1.6357871e+01	   6.5469403e+00	   4.9002617e+00	   4.4318528e+00	   1.7494851e+00	   4.5399432e-01	   3.0719220e-01	
   4.1100663e+00	   1.3712254e+01	   1.4872873e+01	   5.5802959e+00	   6.1395297e+00	   4.7593277e+00	   8.9210101e-01	   2.2511456e-01	   6.1928748e-01	
   1.0448840e+01	   1.6568106e+01	   1.4003985e+01	   6.1735819e+00	   5.0503675e+00	   5.0974541e+00	   3.4188896e+00	   8.8327552e-01	   6.7502726e-01	
   1.0607665e+01	   1.1584063e+01	   1.1814324e+01	   6.0624273e+00	   5.4728748e+00	   5.5988226e+00	   1.7703999e+00	   6.5185053e-01	   5.4021844e-01	
   1.4732864e+01	   1.0452589e+01	   1.7799828e+01	   6.7199149e+00	   5.6783068e+00	   4.6448104e+00	   2.8034713e+00	   9.3425069e-01	   7.1334645e-01	
   7.3423053e+00	   1.0787999e+01	   7.8538828e+00	   8.5634503e+00	   4.4887022e+00	   4.4491604e+00	   1.5533992e+00	   8.4503837e-01	   5.2238243e-01	
   9.8307492e+00	   6.1581133e+00	   9.3581955e+00	   6.5138036e+00	   5.2216912e+00	   4.5447595e+00	   2.1396628e+00	   1.0434982e+00	   8.9607767e-01	
   1.1819186e+01	   4.9125396e+00	   2.8911347e+01	   7.1789549e+00	   4.7015256e+00	   4.2613556e+00	   1.0725343e+00	   7.4591222e-01	   6.5996713e-01	
   1.1742828e+01	   7.8532182e+00	   9.5873470e+00	   5.6705592e+00	   5.9432956e+00	   4.5711954e+00	   8.0310390e-01	   8.7415955e-01	   5.7933503e-01	
   1.2574796e+01	   1.0377124e+01	   6.6893529e+00	   5.3517330e+00	   5.1924007e+00	   4.6547663e+00	   1.0407973e+00	   1.0018522e+00	   3.6880025e-01	
   1.7595320e+01	   7.3940337e+00	   9.5493383e+00	   5.1604930e+00	   5.5223990e+00	   4.8002102e+00	   1.1417469e+00	   7.7137043e-01	   4.8583907e-01	
   1.6872947e+01	   2.7586343e+00	   5.2245919e+00	   5.2985074e+00	   5.5856813e+00	   5.2121557e+00	   3.3708000e+00	   1.2440869e+00	   1.0396288e+00	
   1.0720751e+01	   5.9827228e+00	   1.1277661e+01	   4.6472788e+00	   5.3832526e+00	   4.4794901e+00	   3.6028269e+00	   8.5529476e-01	   9.0602878e-01	
