   1.1694210e+00	   4.3994939e-01	
   1.3835340e+00	   3.4616405e-01	
   1.3835340e+00	   3.4616405e-01	
   1.4806738e+00	   3.5611310e-01	
   1.1139641e+00	   3.9033250e-01	
   1.1217922e+00	   3.3989642e-01	
   1.2583640e+00	   3.3983522e-01	
   8.5572472e-01	   2.9117234e-01	
   1.2769976e+00	   3.4710532e-01	
   1.0314926e+00	   3.7805288e-01	
   7.6019944e-01	   3.5532058e-01	
   1.2667383e+00	   4.0857043e-01	
   1.3452596e+00	   3.5310766e-01	
   1.3063172e+00	   3.3302376e-01	
   1.0918333e+00	   3.8600078e-01	
   1.1342025e+00	   3.2785867e-01	
   1.2521447e+00	   3.5483328e-01	
   1.1646165e+00	   3.3015388e-01	
   1.0141619e+00	   3.6515890e-01	
   9.6393217e-01	   3.3609973e-01	
   1.1587413e+00	   3.7740693e-01	
   1.0628373e+00	   3.3699396e-01	
   7.4049876e-01	   4.1116678e-01	
   9.9423409e-01	   3.2221349e-01	
   1.3771426e+00	   3.5528777e-01	
   1.8697354e+00	   3.2207677e-01	
   1.8394053e+00	   4.1061003e-01	
   1.3037418e+00	   3.2020151e-01	
   1.3972434e+00	   3.5075807e-01	
   1.7155649e+00	   3.5754164e-01	
   1.7497480e+00	   4.1040828e-01	
   1.8284250e+00	   2.9305840e-01	
   1.0562854e+00	   3.3074227e-01	
   1.0635234e+00	   3.1888732e-01	
   6.7580249e-01	   5.2562682e-01	
   7.8868173e-01	   3.4476302e-01	
   1.4057461e+00	   3.7655013e-01	
   1.0829326e+00	   3.3662045e-01	
   1.3228928e+00	   3.5647958e-01	
   1.4795180e+00	   3.6704682e-01	
   1.4619785e+00	   4.0571132e-01	
   1.5415546e+00	   3.5362654e-01	
   1.0115461e+00	   3.9131943e-01	
   1.1370789e+00	   4.1323801e-01	
   1.1322107e+00	   4.4411645e-01	
   7.8734336e-01	   3.0482498e-01	
   1.2775502e+00	   3.7481266e-01	
   1.2254158e+00	   3.0115888e-01	
   1.5997442e+00	   3.5350930e-01	
   1.7966515e+00	   3.6012307e-01	
   1.2392120e+00	   3.9512960e-01	
   1.3733566e+00	   3.9062809e-01	
   1.2431834e+00	   4.0388960e-01	
   1.5239977e+00	   3.7184456e-01	
   1.4464343e+00	   3.5327267e-01	
   6.0452140e-01	   3.4451588e-01	
   1.4034311e+00	   3.6120413e-01	
   1.1654795e+00	   3.5226020e-01	
   1.2790565e+00	   4.0442835e-01	
   1.2475387e+00	   3.5314944e-01	
   1.0749536e+00	   3.5224002e-01	
   7.0894422e-01	   2.9858552e-01	
   8.3729828e-01	   3.9117585e-01	
   1.4824083e+00	   4.0596557e-01	
   1.2946902e+00	   3.4724200e-01	
   1.4539951e+00	   4.6907557e-01	
   1.0409264e+00	   3.9902421e-01	
   1.2501547e+00	   4.2183322e-01	
   1.3484397e+00	   4.0584152e-01	
   1.1170076e+00	   3.2448947e-01	
   1.0591879e+00	   3.8957768e-01	
   1.6195939e+00	   3.8703934e-01	
   1.5873968e+00	   4.0371669e-01	
   1.3422133e+00	   3.4579367e-01	
   1.0863595e+00	   4.0510470e-01	
   1.3462656e+00	   3.9224919e-01	
   1.9893230e+00	   3.9045685e-01	
   1.5572224e+00	   2.6356601e-01	
   1.5935880e+00	   3.6884459e-01	
   1.3300172e+00	   3.8270310e-01	
   1.3427625e+00	   3.9771367e-01	
   1.2098307e+00	   4.2567653e-01	
   1.2007702e+00	   3.7805020e-01	
   9.9963578e-01	   3.9199052e-01	
   8.4624881e-01	   3.8447466e-01	
   1.1034801e+00	   2.9007397e-01	
   1.2729571e+00	   3.0279759e-01	
   1.0546870e+00	   2.9106082e-01	
   1.4296256e+00	   3.4631544e-01	
   1.1740987e+00	   3.3774516e-01	
   1.4518460e+00	   3.9512293e-01	
   1.7850572e+00	   3.3226321e-01	
   1.7312753e+00	   3.6455080e-01	
   1.4277356e+00	   3.3921219e-01	
   1.2665539e+00	   4.8105637e-01	
   1.3001275e+00	   3.7888697e-01	
   1.6455074e+00	   3.1286114e-01	
   1.0924572e+00	   2.9334646e-01	
   9.9585667e-01	   3.3511513e-01	
   1.0473975e+00	   3.9406326e-01	
   1.0790692e+00	   4.4014840e-01	
   1.2147460e+00	   3.7376029e-01	
   1.2541561e+00	   3.6065159e-01	
   8.8880327e-01	   3.7346569e-01	
   1.4263644e+00	   3.2802602e-01	
   1.4259290e+00	   3.2376156e-01	
   1.3185647e+00	   3.4115668e-01	
   7.9105084e-01	   3.3476290e-01	
   8.4279752e-01	   3.7164379e-01	
   7.5692510e-01	   4.4367249e-01	
   1.2206966e+00	   3.4289735e-01	
   8.3202849e-01	   3.4378418e-01	
   1.0484718e+00	   3.6484670e-01	
   1.1801933e+00	   3.6414149e-01	
   1.2572362e+00	   3.4433468e-01	
   1.2134660e+00	   3.6560350e-01	
   1.1452661e+00	   3.5056056e-01	
   1.1075311e+00	   3.4045132e-01	
   9.6719639e-01	   3.4494929e-01	
   8.3970526e-01	   4.8779449e-01	
   8.5082391e-01	   3.5605176e-01	
   1.4810400e+00	   3.3759590e-01	
   1.3433143e+00	   3.8533303e-01	
   1.4295401e+00	   3.2850581e-01	
   1.4704796e+00	   4.5663217e-01	
   1.3143239e+00	   4.7758595e-01	
   1.1697799e+00	   3.5977589e-01	
   1.1162281e+00	   3.0718394e-01	
   1.2625131e+00	   3.4985947e-01	
   1.0795796e+00	   4.6912705e-01	
   1.0570348e+00	   4.0490736e-01	
   7.8980694e-01	   3.9873363e-01	
   1.2537153e+00	   3.6573904e-01	
   1.7170632e+00	   3.3743221e-01	
   6.0707724e-01	   4.7793854e-01	
   6.8910038e-01	   2.7757473e-01	
   8.8815641e-01	   3.4687456e-01	
   1.3178105e+00	   3.4191434e-01	
   1.0532939e+00	   3.7979314e-01	
   1.5964649e+00	   3.5984527e-01	
   1.0589907e+00	   4.3023064e-01	
   1.1125214e+00	   3.7069095e-01	
   1.4415406e+00	   3.8355555e-01	
   1.5860992e+00	   3.6602917e-01	
   1.7529482e+00	   4.1138552e-01	
   1.6236933e+00	   4.2206545e-01	
   2.3951502e+00	   3.5247115e-01	
   2.0795234e+00	   3.8112469e-01	
   1.3972597e+00	   3.2029846e-01	
   1.4400452e+00	   3.4495254e-01	
   1.0874833e+00	   4.2070357e-01	
   1.4148487e+00	   3.8695768e-01	
   8.9898148e-01	   4.1046000e-01	
   8.5269845e-01	   3.7693744e-01	
   1.2260910e+00	   3.4663679e-01	
   1.1462277e+00	   3.3889516e-01	
   1.2242754e+00	   4.0078102e-01	
   1.3850059e+00	   3.4154066e-01	
   1.3810747e+00	   3.2013643e-01	
   1.2914929e+00	   3.9312401e-01	
   1.2492580e+00	   3.5510116e-01	
   9.5061261e-01	   3.3179986e-01	
   9.2793867e-01	   3.7106750e-01	
   1.0778486e+00	   3.8292005e-01	
   1.4434945e+00	   4.2225270e-01	
   1.2819031e+00	   3.3677919e-01	
   9.4657906e-01	   3.8876577e-01	
   9.3511938e-01	   3.7516313e-01	
   9.8784331e-01	   3.8753580e-01	
   1.0018087e+00	   4.0461889e-01	
   1.1681839e+00	   3.3740029e-01	
   1.1050111e+00	   3.4050484e-01	
   8.7926172e-01	   3.2130385e-01	
   1.0853207e+00	   3.7798050e-01	
   1.2261164e+00	   3.0322784e-01	
   9.9381710e-01	   3.7998510e-01	
   1.0914503e+00	   3.6542525e-01	
   1.6638986e+00	   4.0205052e-01	
   1.4020827e+00	   4.1747196e-01	
   1.2463506e+00	   4.1874254e-01	
   7.4538117e-01	   3.1127200e-01	
   9.2447602e-01	   4.5989181e-01	
   9.9559882e-01	   4.3403421e-01	
   1.1492615e+00	   3.6576005e-01	
   1.3284958e+00	   4.2168667e-01	
   1.3087375e+00	   3.3772723e-01	
   1.1064292e+00	   3.6804999e-01	
   9.2391365e-01	   4.3281055e-01	
   1.4923882e+00	   3.7569128e-01	
   1.0417301e+00	   3.1685149e-01	
   1.1466432e+00	   3.6182269e-01	
   1.0292700e+00	   3.8713573e-01	
   1.1457860e+00	   3.3158616e-01	
   7.8155877e-01	   4.7996753e-01	
   1.1384291e+00	   4.1406037e-01	
   1.1564957e+00	   3.6452944e-01	
   1.4323470e+00	   3.4824931e-01	
   1.0610088e+00	   4.2653010e-01	
   1.1525278e+00	   3.8738022e-01	
   9.9462588e-01	   3.2922451e-01	
