   2.8851458e-02	   7.7225167e-03	   1.5047245e-02	
   1.8701617e-02	   8.6944636e-04	   9.4733174e-03	
   4.4737158e-02	   3.9701566e-04	   1.4502081e-03	
   5.1504759e-02	   2.9559574e-04	   3.5875001e-03	
   2.9084934e-02	   1.0500618e-02	   1.6760097e-02	
   2.6479680e-02	   7.8580131e-03	   2.3348543e-02	
   2.4200660e-02	   3.5641330e-03	   1.7494905e-02	
   9.6943620e-03	   1.6099904e-03	   1.5804833e-02	
   2.2033646e-02	   1.0239986e-02	   3.0089295e-02	
   3.6902867e-02	   3.3292138e-04	   3.5089570e-02	
   4.5604971e-02	   2.4345587e-04	   8.2020523e-03	
   4.9886388e-02	   9.9361246e-04	   1.3004434e-02	
   4.3921208e-02	   5.8678607e-03	   1.0161970e-02	
   3.9123862e-02	   1.9061161e-03	   5.1971070e-02	
   8.1292800e-02	   1.2916417e-03	   4.1695506e-02	
   8.7521401e-02	   1.4892446e-03	   4.3424363e-02	
   8.2642022e-02	   3.5880484e-03	   5.1937558e-02	
   6.5816520e-02	   1.2368789e-03	   5.6652441e-02	
   6.2724179e-02	   2.2560730e-03	   1.8949952e-02	
   4.8667165e-02	   6.6788551e-03	   3.0747354e-02	
   6.5075143e-02	   1.0499995e-03	   1.6076942e-02	
   8.1507975e-02	   1.6920072e-03	   1.4861760e-02	
   1.0749081e-01	   7.5034443e-03	   2.3080593e-02	
   1.1490026e-01	   1.5430387e-03	   1.3626556e-02	
   1.2207429e-01	   1.7986810e-03	   6.6058229e-03	
   1.2243693e-01	   3.3846585e-03	   9.1477861e-03	
   1.4054072e-01	   3.1075189e-03	   6.8657403e-03	
   1.4057837e-01	   7.2156758e-03	   1.5614879e-02	
   1.5340698e-01	   6.4550833e-03	   1.0073537e-02	
   1.3614602e-01	   5.2826141e-04	   1.5968513e-02	
   1.6828405e-01	   3.4642054e-03	   2.1906031e-02	
   2.0484071e-01	   4.5852819e-03	   1.4471261e-02	
   1.9686343e-01	   5.2493961e-03	   2.1355588e-02	
   1.5449400e-01	   2.0361986e-03	   2.0368204e-02	
   1.5542324e-01	   1.1504519e-03	   2.5950283e-02	
   1.4919736e-01	   5.4535076e-03	   1.5799130e-02	
   1.4905824e-01	   7.1455210e-03	   1.4036859e-02	
   1.1629420e-01	   1.9204498e-03	   1.7511129e-02	
   1.1648779e-01	   6.6254168e-03	   1.4604697e-02	
   1.3183516e-01	   1.1556753e-02	   4.8313068e-03	
   1.3886232e-01	   4.2170304e-04	   3.3966056e-02	
   1.4245913e-01	   2.7509809e-03	   8.7009192e-03	
   1.3485252e-01	   4.3517907e-03	   1.2184683e-03	
   1.3647843e-01	   1.7347747e-03	   8.7168335e-03	
   1.3200648e-01	   2.9590122e-03	   9.9300469e-03	
   1.2858579e-01	   2.9141279e-04	   6.3945650e-03	
   9.6301615e-02	   8.4485836e-03	   1.5752386e-02	
   7.5541209e-02	   7.8009353e-04	   2.6894666e-02	
   4.8861244e-02	   9.6544609e-04	   1.7085975e-02	
   6.6032207e-02	   3.3433229e-03	   2.1106315e-02	
   6.2050385e-02	   5.7830017e-03	   1.4510958e-02	
   5.8005857e-02	   1.5097880e-03	   1.0630917e-02	
   5.7381684e-02	   1.9588080e-03	   1.1784347e-02	
   6.1922655e-02	   2.7395805e-03	   3.9696402e-03	
   4.4095079e-02	   6.3117681e-04	   3.8726283e-03	
   3.5264229e-02	   2.1644172e-03	   2.0021440e-03	
   4.6881858e-02	   3.0331182e-03	   1.1859739e-02	
   5.8229531e-02	   1.7258617e-03	   6.3405828e-03	
   2.0226792e-02	   3.3759013e-04	   1.3795706e-02	
   1.0704933e-02	   3.1448295e-03	   5.8950779e-03	
   4.9487051e-03	   4.4056419e-03	   3.7961522e-03	
   4.9487051e-03	   4.4056419e-03	   3.7961522e-03	
   7.0435964e-03	   5.0750131e-04	   1.3780465e-02	
   6.0126889e-03	   3.7010455e-03	   8.0460219e-03	
   1.1369919e-02	   1.6884548e-03	   4.2628226e-03	
   1.9323317e-02	   5.6986721e-05	   4.9263559e-03	
   1.5579716e-02	   2.0600200e-03	   9.6913919e-04	
   2.4075339e-02	   1.1493335e-02	   9.7614439e-03	
   1.4908398e-02	   1.2570580e-03	   8.6751290e-03	
   1.0299074e-02	   2.0955781e-03	   1.0498258e-02	
   5.6334127e-02	   5.1059179e-03	   2.7877649e-02	
   3.3110522e-02	   2.4446969e-03	   5.2052249e-02	
   4.9275009e-02	   1.4668322e-03	   5.8081723e-02	
   2.2414500e-02	   4.2228658e-03	   6.2716327e-02	
   5.1325601e-02	   1.3817044e-02	   7.2426621e-03	
   5.6937928e-02	   1.9884807e-03	   1.5843411e-02	
   4.1979551e-02	   6.2398555e-04	   2.7131820e-02	
   4.5178470e-02	   1.3935420e-04	   3.2783118e-02	
   4.3456631e-02	   1.4320172e-03	   2.9682190e-02	
   2.9323839e-02	   1.5547319e-03	   4.3690920e-02	
   1.4462223e-02	   2.7821591e-03	   2.2365855e-02	
   3.9067316e-02	   2.9766443e-03	   1.6521198e-02	
   6.3296880e-02	   3.7707129e-03	   8.4966140e-03	
   2.6223235e-02	   3.6495591e-03	   2.0372647e-02	
   3.2751062e-02	   9.4707879e-03	   1.9807771e-02	
   3.6620621e-02	   8.2806019e-03	   2.3346715e-02	
   3.1975366e-02	   1.1655669e-03	   4.8167770e-02	
   3.5474343e-02	   3.3332091e-03	   2.7164719e-02	
   2.3371188e-02	   4.4980435e-03	   5.4554817e-03	
   3.1314537e-02	   9.1130528e-03	   7.0641817e-03	
   3.0558447e-02	   9.3176065e-03	   2.0449642e-02	
   3.8026829e-02	   5.2816041e-03	   1.4841548e-02	
   3.6332394e-02	   8.6228193e-03	   1.2454389e-02	
   2.5878061e-02	   1.4039269e-02	   1.1042957e-02	
   3.6866861e-02	   9.4162895e-03	   3.6493914e-04	
   4.3314504e-02	   8.7735314e-03	   8.3941917e-03	
   2.6983171e-02	   5.4478949e-03	   1.7539124e-02	
   9.9829972e-03	   9.0925887e-04	   1.2262575e-02	
   3.2324519e-02	   2.1360550e-03	   1.7520548e-02	
   3.3984218e-02	   9.0087422e-04	   1.0165102e-02	
   2.0991634e-02	   2.9335233e-04	   6.5630687e-03	
   2.0991634e-02	   2.9335233e-04	   6.5630687e-03	
   1.0599567e-02	   3.9973538e-03	   1.7792219e-03	
   1.5472817e-02	   5.6982463e-03	   1.7367642e-03	
   2.5847719e-02	   2.5395647e-03	   1.3433667e-02	
   1.8294898e-02	   3.0957066e-03	   3.0114169e-03	
   1.2115825e-02	   4.1816613e-04	   5.1418175e-03	
   1.9845030e-02	   6.3014618e-03	   8.0806866e-03	
   4.2394182e-02	   7.4095745e-03	   2.4665449e-02	
   4.7982734e-02	   6.7384538e-03	   1.6230398e-02	
   5.0112783e-02	   2.4570109e-03	   2.1615385e-02	
   4.8522300e-02	   2.2178192e-04	   1.0335048e-02	
   5.9988924e-02	   4.5784033e-03	   1.9017280e-02	
   6.2297714e-02	   3.0408232e-04	   1.9664869e-02	
   5.1248337e-02	   1.8009320e-03	   9.5532467e-03	
   4.1533243e-02	   1.8393159e-03	   1.5084958e-02	
   2.5708455e-02	   4.2015190e-03	   3.7787181e-03	
