0.006795,0.0014505,0.0060465,0.0034259,0.0045488,0.0053717
0.0066107,0.0011356,0.0059372,0.0026414,0.0045676,0.0056556
0.0087496,0.0018153,0.0050982,0.0030691,0.0051049,0.0058354
0.0074615,0.0010908,0.0041712,0.003732,0.0039543,0.0051021
0.008301,0.0013395,0.0042664,0.0025476,0.0045617,0.0055793
0.0070716,0.0013229,0.0059125,0.003261,0.0044885,0.0054417
0.0070087,0.0017167,0.0048084,0.0032112,0.004564,0.0052752
0.0075515,0.00166,0.0061799,0.0035759,0.0045521,0.0042929
0.0067965,0.0016453,0.0060971,0.0037851,0.0042808,0.005296
0.0064928,0.0013044,0.0054231,0.0027093,0.0050828,0.0055671
0.0078479,0.0017618,0.0053347,0.0035539,0.004578,0.0063969
0.0072773,0.0012469,0.0042782,0.0035715,0.0040421,0.0052664
0.0078511,0.0012958,0.0047121,0.002792,0.0042092,0.0056982
0.0057941,0.0012109,0.0057188,0.0034447,0.0042104,0.0051455
0.0066774,0.0017705,0.0041406,0.0031234,0.0046182,0.0053774
0.0069675,0.0016506,0.0052764,0.0032802,0.0046337,0.004649
0.0070559,0.0018161,0.006006,0.0035374,0.0033872,0.005155
0.0070674,0.0013425,0.004854,0.0027166,0.0049882,0.0060391
0.009482,0.0018784,0.0049435,0.0036111,0.0044248,0.0060963
0.0073486,0.0012343,0.0044305,0.0037877,0.0046028,0.0058287
0.0083221,0.0012983,0.0047121,0.002792,0.0035231,0.0056432
0.0058376,0.0014396,0.005834,0.003344,0.0040553,0.00512
0.0069263,0.0013569,0.0049238,0.0032974,0.0046602,0.0059073
0.0070783,0.0017229,0.0048158,0.0030204,0.0044767,0.0052697
0.0070924,0.0017874,0.0061839,0.0035177,0.0032276,0.0049832
0.0067246,0.0014918,0.0048461,0.002715,0.0045406,0.0060906
0.008625,0.0015562,0.0050445,0.0032142,0.0040238,0.0058976
0.0070337,0.0011497,0.0058057,0.0037415,0.0050319,0.0059939
0.0074854,0.0015677,0.0046007,0.0028513,0.0033257,0.0055855
0.0060664,0.0015083,0.0052841,0.0029714,0.0041296,0.0051738
0.0074884,0.0010773,0.0044152,0.0032083,0.0043943,0.0054155
0.0064892,0.0017438,0.0042254,0.0026706,0.0041754,0.0052056
0.0077831,0.0018249,0.0070523,0.0036967,0.003481,0.0059025
0.0066504,0.0014612,0.0051249,0.0027823,0.0044263,0.0058226
0.0095681,0.0015384,0.0053588,0.0031754,0.0038148,0.0058493
0.006326,0.0010959,0.0050122,0.0040297,0.0039084,0.0055971
0.0069969,0.0014599,0.0042487,0.003592,0.0033549,0.0053237
0.00648,0.0015301,0.0053864,0.0032446,0.003657,0.0050208
0.0083798,0.0010399,0.0047492,0.0028926,0.0046863,0.0053323
0.0065042,0.0015495,0.0042254,0.0026706,0.0041566,0.0047801
0.0084233,0.0019718,0.0063275,0.0033564,0.0037647,0.0056595
0.007398,0.001343,0.0050538,0.0030131,0.0047911,0.0063843
0.0082671,0.0012483,0.0055444,0.0032845,0.0046804,0.0055004
0.0075182,0.0012591,0.0048948,0.0041195,0.0039983,0.0055771
0.0066505,0.00066439,0.0052472,0.0035946,0.0035073,0.0059056
0.0067222,0.0015195,0.0060264,0.0035261,0.0041286,0.0049866
0.008642,0.0013018,0.0046907,0.0030785,0.0055061,0.006661
0.0070281,0.0019178,0.0040455,0.0026206,0.0041144,0.004824
