ID,capture,SAT,titer
13,17,3,<1.3
14,1,1,1.74193023654133
14,1,2,>2.2
14,1,3,<1.3
14,3,1,1.75676070703383
14,3,2,>2.2
14,3,3,<1.3
14,4,1,2.02331975320481
14,4,2,>2.2
14,4,3,<1.3
14,5,1,<1.3
14,5,2,>2.2
14,5,3,<1.3
14,6,1,<1.3
14,6,2,2
14,6,3,<1.3
14,7,1,1.85346707364421
14,7,2,1.99218406642613
14,7,3,<1.3
14,8,1,1.40289261039394
14,8,2,2.08782060023255
14,8,3,<1.3
14,9,1,1.3
14,9,2,>2.2
14,9,3,1.5
14,10,1,>2.2
14,10,2,>2.2
14,10,3,<1.3
14,11,1,1.82679407668931
14,11,2,1.66177151610253
14,11,3,<1.3
14,13,1,2
14,13,2,1.8
14,13,3,<1.3
14,14,1,1.9
14,14,2,1.7
14,14,3,<1.3
14,15,1,2
14,15,2,1.5
14,15,3,<1.3
14,16,1,1.9
14,16,2,1.9
14,16,3,1.9
14,17,1,1.7
14,17,2,1.9
14,17,3,1.6
15,1,1,<1.3
15,1,2,>2.2
15,1,3,1.52947963664218
15,3,1,>2.2
15,3,2,>2.2
15,3,3,1.5634006987686
15,4,1,>2.2
15,4,2,>2.2
15,4,3,2
15,5,1,>2.2
15,5,2,>2.2
15,5,3,1.4853871024822
15,6,1,>2.2
15,6,2,>2.2
15,6,3,1.7
15,7,1,>2.2
15,7,2,>2.2
15,7,3,>2.2
15,8,1,>2.2
15,8,2,>2.2
15,8,3,1.78023720497772
15,9,1,1.9
15,9,2,>2.2
15,9,3,>2.2
15,10,1,>2.2
15,10,2,>2.2
15,10,3,1.96554610932465
15,11,1,>2.2
15,11,2,>2.2
15,11,3,1.70149718096031
15,12,1,>2.2
15,12,2,>2.2
15,12,3,1.63018124497947
15,13,1,2.3
15,13,2,2.3
15,13,3,1.8
15,14,1,2.4
15,14,2,2.4
15,14,3,1.6
15,15,1,2.4
15,15,2,2.4
15,15,3,1.5
15,16,1,2.4
15,16,2,2.1
15,16,3,2.1
15,17,1,2
15,17,2,2.4
15,17,3,1.6
16,1,1,<1.3
16,1,2,>2.2
16,1,3,<1.3
16,3,1,<1.3
16,3,2,<1.3
16,3,3,<1.3
16,4,1,2.1
16,4,2,>2.2
16,4,3,1.5
16,5,1,>2.2
16,5,2,>2.2
16,5,3,1.72039262691909
16,6,1,>2.2
16,6,2,>2.2
16,6,3,1.86020755844939
16,7,1,>2.2
16,7,2,>2.2
16,7,3,1.76055140663913
16,8,1,2.06543042228282
16,8,2,>2.2
16,8,3,1.57304201186329
16,9,1,1.9
16,9,2,>2.2
16,9,3,1.9
